"ple0011","year","bula_h","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2016","Brandenburg","indirekter Migrationshintergrund","","","",""
"Ja","2016","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"Ja","2016","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Ja","2016","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Ja","2016","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","Sachsen","kein Migrationshintergrund","","","",""
"Ja","2016","Sachsen","direkter Migrationshintergrund","","","",""
"Ja","2016","Sachsen","indirekter Migrationshintergrund","","","",""
"Ja","2016","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"Ja","2016","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Ja","2016","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Ja","2016","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","Thueringen","kein Migrationshintergrund","","","",""
"Ja","2016","Thueringen","direkter Migrationshintergrund","","","",""
"Ja","2016","Thueringen","indirekter Migrationshintergrund","","","",""
"Ja","2016","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"Nein","2016","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"Nein","2016","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Nein","2016","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Hamburg","kein Migrationshintergrund","","","",""
"Nein","2016","Hamburg","direkter Migrationshintergrund","","","",""
"Nein","2016","Hamburg","indirekter Migrationshintergrund","","","",""
"Nein","2016","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Niedersachsen","kein Migrationshintergrund","","","",""
"Nein","2016","Niedersachsen","direkter Migrationshintergrund","","","",""
"Nein","2016","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Nein","2016","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Bremen","kein Migrationshintergrund","","","",""
"Nein","2016","Bremen","direkter Migrationshintergrund","","","",""
"Nein","2016","Bremen","indirekter Migrationshintergrund","","","",""
"Nein","2016","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"Nein","2016","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"Nein","2016","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"Nein","2016","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Hessen","kein Migrationshintergrund","","","",""
"Nein","2016","Hessen","direkter Migrationshintergrund","","","",""
"Nein","2016","Hessen","indirekter Migrationshintergrund","","","",""
"Nein","2016","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"Nein","2016","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"Nein","2016","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Nein","2016","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"Nein","2016","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"Nein","2016","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"Nein","2016","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Bayern","kein Migrationshintergrund","","","",""
"Nein","2016","Bayern","direkter Migrationshintergrund","","","",""
"Nein","2016","Bayern","indirekter Migrationshintergrund","","","",""
"Nein","2016","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Saarland","kein Migrationshintergrund","","","",""
"Nein","2016","Saarland","direkter Migrationshintergrund","","","",""
"Nein","2016","Saarland","indirekter Migrationshintergrund","","","",""
"Nein","2016","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Berlin","kein Migrationshintergrund","","","",""
"Nein","2016","Berlin","direkter Migrationshintergrund","","","",""
"Nein","2016","Berlin","indirekter Migrationshintergrund","","","",""
"Nein","2016","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Brandenburg","kein Migrationshintergrund","","","",""
"Nein","2016","Brandenburg","direkter Migrationshintergrund","","","",""
"Nein","2016","Brandenburg","indirekter Migrationshintergrund","","","",""
"Nein","2016","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"Nein","2016","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Nein","2016","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Nein","2016","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Sachsen","kein Migrationshintergrund","","","",""
"Nein","2016","Sachsen","direkter Migrationshintergrund","","","",""
"Nein","2016","Sachsen","indirekter Migrationshintergrund","","","",""
"Nein","2016","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"Nein","2016","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Nein","2016","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Nein","2016","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Thueringen","kein Migrationshintergrund","","","",""
"Nein","2016","Thueringen","direkter Migrationshintergrund","","","",""
"Nein","2016","Thueringen","indirekter Migrationshintergrund","","","",""
"Nein","2016","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Schleswig-Holstein","kein Migrationshintergrund","65","0.0800525497404534","0.0607463721114845","0.0993587273694223"
"Ja","2017","Schleswig-Holstein","direkter Migrationshintergrund","13","","",""
"Ja","2017","Schleswig-Holstein","indirekter Migrationshintergrund","4","0.0521611194174717","-0.0120943183180725","0.116416557153016"
"Ja","2017","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Hamburg","kein Migrationshintergrund","32","0.122069217260428","0.0863682446237926","0.157770189897063"
"Ja","2017","Hamburg","direkter Migrationshintergrund","6","0.0849232094590843","0.0297310962492483","0.14011532266892"
"Ja","2017","Hamburg","indirekter Migrationshintergrund","3","","",""
"Ja","2017","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Niedersachsen","kein Migrationshintergrund","177","","",""
"Ja","2017","Niedersachsen","direkter Migrationshintergrund","36","0.142592804035334","0.110605022965214","0.174580585105454"
"Ja","2017","Niedersachsen","indirekter Migrationshintergrund","8","0.0526634211782228","0.0151241942541911","0.0902026481022545"
"Ja","2017","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Bremen","kein Migrationshintergrund","15","","",""
"Ja","2017","Bremen","direkter Migrationshintergrund","6","0.0918539169344525","0.0226967192268036","0.161011114642101"
"Ja","2017","Bremen","indirekter Migrationshintergrund","","","",""
"Ja","2017","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Nordrhein-Westfalen","kein Migrationshintergrund","399","0.10444026917097","0.0947074660258344","0.114173072316106"
"Ja","2017","Nordrhein-Westfalen","direkter Migrationshintergrund","118","","",""
"Ja","2017","Nordrhein-Westfalen","indirekter Migrationshintergrund","41","0.0640633214093564","0.0428117542322861","0.0853148885864267"
"Ja","2017","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Hessen","kein Migrationshintergrund","107","","",""
"Ja","2017","Hessen","direkter Migrationshintergrund","37","0.0745001550709474","0.0483388519983976","0.100661458143497"
"Ja","2017","Hessen","indirekter Migrationshintergrund","16","","",""
"Ja","2017","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","79","0.0739757553317856","0.0581220554348767","0.0898294552286945"
"Ja","2017","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","35","0.14216863897114","0.106585021934974","0.177752256007305"
"Ja","2017","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","10","","",""
"Ja","2017","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Baden-Wuerttemberg","kein Migrationshintergrund","180","","",""
"Ja","2017","Baden-Wuerttemberg","direkter Migrationshintergrund","72","0.115224845098966","0.0901726767148593","0.140277013483073"
"Ja","2017","Baden-Wuerttemberg","indirekter Migrationshintergrund","15","","",""
"Ja","2017","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Bayern","kein Migrationshintergrund","273","","",""
"Ja","2017","Bayern","direkter Migrationshintergrund","68","0.0939744926071658","0.0739415616753872","0.114007423538944"
"Ja","2017","Bayern","indirekter Migrationshintergrund","24","","",""
"Ja","2017","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Saarland","kein Migrationshintergrund","","","",""
"Ja","2017","Saarland","direkter Migrationshintergrund","","","",""
"Ja","2017","Saarland","indirekter Migrationshintergrund","","","",""
"Ja","2017","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Berlin","kein Migrationshintergrund","82","0.103220283095302","0.0818277115548135","0.124612854635791"
"Ja","2017","Berlin","direkter Migrationshintergrund","15","","",""
"Ja","2017","Berlin","indirekter Migrationshintergrund","5","0.0291343955085982","-0.0130707825630792","0.0713395735802757"
"Ja","2017","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Brandenburg","kein Migrationshintergrund","75","0.0750684794273353","0.0580136640414122","0.0921232948132584"
"Ja","2017","Brandenburg","direkter Migrationshintergrund","7","0.0626673735048114","0.0149256484527254","0.110409098556897"
"Ja","2017","Brandenburg","indirekter Migrationshintergrund","","","",""
"Ja","2017","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Mecklenburg-Vorpommern","kein Migrationshintergrund","41","0.0675646198472969","0.0465112892383897","0.0886179504562041"
"Ja","2017","Mecklenburg-Vorpommern","direkter Migrationshintergrund","2","","",""
"Ja","2017","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Ja","2017","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Sachsen","kein Migrationshintergrund","123","","",""
"Ja","2017","Sachsen","direkter Migrationshintergrund","3","","",""
"Ja","2017","Sachsen","indirekter Migrationshintergrund","2","","",""
"Ja","2017","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Sachsen-Anhalt","kein Migrationshintergrund","76","0.112839906329775","0.0916444111993995","0.134035401460151"
"Ja","2017","Sachsen-Anhalt","direkter Migrationshintergrund","2","","",""
"Ja","2017","Sachsen-Anhalt","indirekter Migrationshintergrund","1","","",""
"Ja","2017","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Thueringen","kein Migrationshintergrund","79","0.0870997954868191","0.0686052960503852","0.105594294923253"
"Ja","2017","Thueringen","direkter Migrationshintergrund","5","0.0460282014566157","-0.00377685140700439","0.0958332543202357"
"Ja","2017","Thueringen","indirekter Migrationshintergrund","1","","",""
"Ja","2017","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Schleswig-Holstein","kein Migrationshintergrund","694","0.919947450259547","0.900641272630578","0.939253627888516"
"Nein","2017","Schleswig-Holstein","direkter Migrationshintergrund","133","","",""
"Nein","2017","Schleswig-Holstein","indirekter Migrationshintergrund","42","0.947838880582528","0.883583442846984","1.01209431831807"
"Nein","2017","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Hamburg","kein Migrationshintergrund","291","","",""
"Nein","2017","Hamburg","direkter Migrationshintergrund","92","0.915076790540916","0.85988467733108","0.970268903750752"
"Nein","2017","Hamburg","indirekter Migrationshintergrund","42","0.91852395967905","0.838595390979135","0.998452528378965"
"Nein","2017","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Niedersachsen","kein Migrationshintergrund","1925","","",""
"Nein","2017","Niedersachsen","direkter Migrationshintergrund","423","0.857407195964666","0.825419414894546","0.889394977034786"
"Nein","2017","Niedersachsen","indirekter Migrationshintergrund","128","","",""
"Nein","2017","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Bremen","kein Migrationshintergrund","126","","",""
"Nein","2017","Bremen","direkter Migrationshintergrund","61","0.908146083065548","0.838988885357899","0.977303280773196"
"Nein","2017","Bremen","indirekter Migrationshintergrund","12","","",""
"Nein","2017","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Nordrhein-Westfalen","kein Migrationshintergrund","3394","0.89555973082903","0.885826927683893","0.905292533974166"
"Nein","2017","Nordrhein-Westfalen","direkter Migrationshintergrund","1103","","",""
"Nein","2017","Nordrhein-Westfalen","indirekter Migrationshintergrund","469","0.935936678590644","0.914685111413573","0.957188245767714"
"Nein","2017","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Hessen","kein Migrationshintergrund","1147","","",""
"Nein","2017","Hessen","direkter Migrationshintergrund","350","0.925499844929053","0.899338541856503","0.951661148001602"
"Nein","2017","Hessen","indirekter Migrationshintergrund","132","","",""
"Nein","2017","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","968","0.926024244668214","0.910170544771306","0.941877944565123"
"Nein","2017","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","335","0.85783136102886","0.822247743992695","0.893414978065026"
"Nein","2017","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","97","0.847957028517137","0.779922982615052","0.915991074419221"
"Nein","2017","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Baden-Wuerttemberg","kein Migrationshintergrund","1928","","",""
"Nein","2017","Baden-Wuerttemberg","direkter Migrationshintergrund","552","0.884775154901034","0.859722986516927","0.909827323285141"
"Nein","2017","Baden-Wuerttemberg","indirekter Migrationshintergrund","271","","",""
"Nein","2017","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Bayern","kein Migrationshintergrund","2863","","",""
"Nein","2017","Bayern","direkter Migrationshintergrund","747","0.906025507392834","0.885992576461056","0.926058438324613"
"Nein","2017","Bayern","indirekter Migrationshintergrund","236","","",""
"Nein","2017","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Saarland","kein Migrationshintergrund","","","",""
"Nein","2017","Saarland","direkter Migrationshintergrund","","","",""
"Nein","2017","Saarland","indirekter Migrationshintergrund","","","",""
"Nein","2017","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Berlin","kein Migrationshintergrund","695","0.896779716904698","0.875387145364209","0.918172288445186"
"Nein","2017","Berlin","direkter Migrationshintergrund","136","","",""
"Nein","2017","Berlin","indirekter Migrationshintergrund","56","0.970865604491402","0.928660426419724","1.01307078256308"
"Nein","2017","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Brandenburg","kein Migrationshintergrund","842","0.924931520572665","0.907876705186742","0.941986335958588"
"Nein","2017","Brandenburg","direkter Migrationshintergrund","92","0.937332626495189","0.889590901443103","0.985074351547275"
"Nein","2017","Brandenburg","indirekter Migrationshintergrund","17","","",""
"Nein","2017","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Mecklenburg-Vorpommern","kein Migrationshintergrund","505","0.932435380152703","0.911382049543796","0.95348871076161"
"Nein","2017","Mecklenburg-Vorpommern","direkter Migrationshintergrund","14","","",""
"Nein","2017","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","11","","",""
"Nein","2017","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Sachsen","kein Migrationshintergrund","1438","","",""
"Nein","2017","Sachsen","direkter Migrationshintergrund","62","0.909451403681071","0.83968890575082","0.979213901611321"
"Nein","2017","Sachsen","indirekter Migrationshintergrund","25","","",""
"Nein","2017","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Sachsen-Anhalt","kein Migrationshintergrund","780","0.887160093670225","0.865964598539849","0.908355588800601"
"Nein","2017","Sachsen-Anhalt","direkter Migrationshintergrund","45","0.971448468604538","0.923835665588614","1.01906127162046"
"Nein","2017","Sachsen-Anhalt","indirekter Migrationshintergrund","19","","",""
"Nein","2017","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Thueringen","kein Migrationshintergrund","814","0.912900204513181","0.894405705076747","0.931394703949615"
"Nein","2017","Thueringen","direkter Migrationshintergrund","63","0.953971798543384","0.904166745679764","1.003776851407"
"Nein","2017","Thueringen","indirekter Migrationshintergrund","16","","",""
"Nein","2017","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"Ja","2018","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"Ja","2018","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Ja","2018","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Hamburg","kein Migrationshintergrund","","","",""
"Ja","2018","Hamburg","direkter Migrationshintergrund","","","",""
"Ja","2018","Hamburg","indirekter Migrationshintergrund","","","",""
"Ja","2018","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Niedersachsen","kein Migrationshintergrund","","","",""
"Ja","2018","Niedersachsen","direkter Migrationshintergrund","","","",""
"Ja","2018","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Ja","2018","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Bremen","kein Migrationshintergrund","","","",""
"Ja","2018","Bremen","direkter Migrationshintergrund","","","",""
"Ja","2018","Bremen","indirekter Migrationshintergrund","","","",""
"Ja","2018","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"Ja","2018","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"Ja","2018","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"Ja","2018","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Hessen","kein Migrationshintergrund","","","",""
"Ja","2018","Hessen","direkter Migrationshintergrund","","","",""
"Ja","2018","Hessen","indirekter Migrationshintergrund","","","",""
"Ja","2018","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"Ja","2018","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"Ja","2018","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Ja","2018","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"Ja","2018","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"Ja","2018","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"Ja","2018","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Bayern","kein Migrationshintergrund","","","",""
"Ja","2018","Bayern","direkter Migrationshintergrund","","","",""
"Ja","2018","Bayern","indirekter Migrationshintergrund","","","",""
"Ja","2018","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Saarland","kein Migrationshintergrund","","","",""
"Ja","2018","Saarland","direkter Migrationshintergrund","","","",""
"Ja","2018","Saarland","indirekter Migrationshintergrund","","","",""
"Ja","2018","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Berlin","kein Migrationshintergrund","","","",""
"Ja","2018","Berlin","direkter Migrationshintergrund","","","",""
"Ja","2018","Berlin","indirekter Migrationshintergrund","","","",""
"Ja","2018","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Brandenburg","kein Migrationshintergrund","","","",""
"Ja","2018","Brandenburg","direkter Migrationshintergrund","","","",""
"Ja","2018","Brandenburg","indirekter Migrationshintergrund","","","",""
"Ja","2018","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"Ja","2018","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Ja","2018","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Ja","2018","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Sachsen","kein Migrationshintergrund","","","",""
"Ja","2018","Sachsen","direkter Migrationshintergrund","","","",""
"Ja","2018","Sachsen","indirekter Migrationshintergrund","","","",""
"Ja","2018","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"Ja","2018","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Ja","2018","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Ja","2018","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Thueringen","kein Migrationshintergrund","","","",""
"Ja","2018","Thueringen","direkter Migrationshintergrund","","","",""
"Ja","2018","Thueringen","indirekter Migrationshintergrund","","","",""
"Ja","2018","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"Nein","2018","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"Nein","2018","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Nein","2018","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Hamburg","kein Migrationshintergrund","","","",""
"Nein","2018","Hamburg","direkter Migrationshintergrund","","","",""
"Nein","2018","Hamburg","indirekter Migrationshintergrund","","","",""
"Nein","2018","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Niedersachsen","kein Migrationshintergrund","","","",""
"Nein","2018","Niedersachsen","direkter Migrationshintergrund","","","",""
"Nein","2018","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Nein","2018","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Bremen","kein Migrationshintergrund","","","",""
"Nein","2018","Bremen","direkter Migrationshintergrund","","","",""
"Nein","2018","Bremen","indirekter Migrationshintergrund","","","",""
"Nein","2018","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"Nein","2018","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"Nein","2018","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"Nein","2018","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Hessen","kein Migrationshintergrund","","","",""
"Nein","2018","Hessen","direkter Migrationshintergrund","","","",""
"Nein","2018","Hessen","indirekter Migrationshintergrund","","","",""
"Nein","2018","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"Nein","2018","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"Nein","2018","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Nein","2018","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"Nein","2018","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"Nein","2018","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"Nein","2018","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Bayern","kein Migrationshintergrund","","","",""
"Nein","2018","Bayern","direkter Migrationshintergrund","","","",""
"Nein","2018","Bayern","indirekter Migrationshintergrund","","","",""
"Nein","2018","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Saarland","kein Migrationshintergrund","","","",""
"Nein","2018","Saarland","direkter Migrationshintergrund","","","",""
"Nein","2018","Saarland","indirekter Migrationshintergrund","","","",""
"Nein","2018","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Berlin","kein Migrationshintergrund","","","",""
"Nein","2018","Berlin","direkter Migrationshintergrund","","","",""
"Nein","2018","Berlin","indirekter Migrationshintergrund","","","",""
"Nein","2018","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Brandenburg","kein Migrationshintergrund","","","",""
"Nein","2018","Brandenburg","direkter Migrationshintergrund","","","",""
"Nein","2018","Brandenburg","indirekter Migrationshintergrund","","","",""
"Nein","2018","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"Nein","2018","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Nein","2018","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Nein","2018","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Sachsen","kein Migrationshintergrund","","","",""
"Nein","2018","Sachsen","direkter Migrationshintergrund","","","",""
"Nein","2018","Sachsen","indirekter Migrationshintergrund","","","",""
"Nein","2018","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"Nein","2018","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Nein","2018","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Nein","2018","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Thueringen","kein Migrationshintergrund","","","",""
"Nein","2018","Thueringen","direkter Migrationshintergrund","","","",""
"Nein","2018","Thueringen","indirekter Migrationshintergrund","","","",""
"Nein","2018","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","Schleswig-Holstein","kein Migrationshintergrund","59","0.0794548176688425","0.0603896329911803","0.0985200023465048"
"Ja","2019","Schleswig-Holstein","direkter Migrationshintergrund","9","0.0140908056683099","-0.00682403434243688","0.0350056456790567"
"Ja","2019","Schleswig-Holstein","indirekter Migrationshintergrund","7","0.0759527734941162","0.0105348553843939","0.141370691603838"
"Ja","2019","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","Hamburg","kein Migrationshintergrund","30","0.0811390798066318","0.0533920468080804","0.108886112805183"
"Ja","2019","Hamburg","direkter Migrationshintergrund","8","0.0841156705507502","0.0302506568022348","0.137980684299266"
"Ja","2019","Hamburg","indirekter Migrationshintergrund","4","0.0777484180255362","0.00883487492250401","0.146661961128568"
