year,bula_h,hhtyp,hlc0080_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Lower Saxony,Single-person household,No,0.93770,202,202,0.90429,0.97111
2002,Lower Saxony,Couple without children,No,0.98238,325,325,0.96805,0.99671
2002,Lower Saxony,Single parent,No,0.76141,49,49,0.64084,0.88199
2002,Lower Saxony,Couple with children,No,0.91405,364,364,0.88521,0.94288
2002,Bremen,Single-person household,No,0.89425,34,34,0.78933,0.99917
2002,North Rhine-Westphalia,Single-person household,Yes,0.04852,32,618,0.03156,0.06547
2002,North Rhine-Westphalia,Single-person household,No,0.94685,586,618,0.92915,0.96455
2002,North Rhine-Westphalia,Couple without children,No,0.97243,844,844,0.96137,0.98348
2002,North Rhine-Westphalia,Single parent,No,0.79916,105,105,0.72217,0.87616
2002,North Rhine-Westphalia,Couple with children,Yes,0.06117,46,929,0.04575,0.07659
2002,North Rhine-Westphalia,Couple with children,No,0.93883,883,929,0.92341,0.95425
2002,Hesse,Single-person household,No,0.94879,177,177,0.91622,0.98135
2002,Hesse,Couple without children,No,0.98805,290,290,0.97553,1.00058
2002,Hesse,Couple with children,No,0.95168,315,315,0.92797,0.97540
2002,"Rhineland-Palatinate, Saarland",Single-person household,No,0.97492,165,165,0.95099,0.99885
2002,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99812,217,217,0.99234,1.00390
2002,"Rhineland-Palatinate, Saarland",Single parent,No,0.69286,37,37,0.54217,0.84356
2002,"Rhineland-Palatinate, Saarland",Couple with children,No,0.95512,257,257,0.92976,0.98048
2002,Baden-Wuerttemberg,Single-person household,No,0.95919,302,302,0.93683,0.98154
2002,Baden-Wuerttemberg,Couple without children,No,0.99887,429,429,0.99568,1.00205
2002,Baden-Wuerttemberg,Single parent,No,0.79915,67,67,0.70249,0.89581
2002,Baden-Wuerttemberg,Couple with children,No,0.97282,567,567,0.95942,0.98621
2002,Bavaria,Single-person household,No,0.96977,377,377,0.95247,0.98708
2002,Bavaria,Couple without children,No,0.98581,531,531,0.97575,0.99588
2002,Bavaria,Single parent,No,0.89341,100,100,0.83262,0.95420
2002,Bavaria,Couple with children,No,0.96855,626,626,0.95486,0.98223
2002,Berlin,Single-person household,No,0.91056,172,172,0.86779,0.95334
2002,Berlin,Couple without children,No,0.99889,124,124,0.99301,1.00477
2002,Berlin,Single parent,No,0.79701,31,31,0.65308,0.94095
2002,Berlin,Couple with children,No,0.97872,129,129,0.95372,1.00372
2002,Brandenburg,Single-person household,No,0.86253,99,99,0.79435,0.93071
2002,Brandenburg,Couple without children,No,0.96892,171,171,0.94283,0.99501
2002,Brandenburg,Couple with children,No,0.91726,148,148,0.87272,0.96179
2002,Mecklenburg-Western Pomerania,Single-person household,No,0.82942,62,62,0.73503,0.92381
2002,Mecklenburg-Western Pomerania,Couple with children,No,0.87553,76,76,0.80082,0.95024
2002,Saxony,Single-person household,No,0.87700,173,173,0.82792,0.92609
2002,Saxony,Couple without children,No,0.98162,284,284,0.96596,0.99727
2002,Saxony,Single parent,No,0.67239,31,31,0.50444,0.84034
2002,Saxony,Couple with children,No,0.89084,271,271,0.85364,0.92803
2002,Saxony-Anhalt,Single-person household,No,0.80643,98,98,0.72780,0.88506
2002,Saxony-Anhalt,Couple without children,No,0.98912,173,173,0.97362,1.00462
2002,Saxony-Anhalt,Couple with children,No,0.93727,160,160,0.89958,0.97496
2002,Thuringa,Single-person household,No,0.91294,112,112,0.86049,0.96539
2002,Thuringa,Couple without children,No,0.99585,143,143,0.98527,1.00642
2002,Thuringa,Couple with children,No,0.88885,166,166,0.84089,0.93681
2003,Schleswig-Holstein,Single-person household,No,0.94843,91,91,0.90274,0.99412
2003,Schleswig-Holstein,Couple without children,No,0.98650,132,132,0.96675,1.00626
2003,Schleswig-Holstein,Couple with children,No,0.93536,108,108,0.88876,0.98195
2003,Hamburg,Single-person household,No,0.94914,67,67,0.89613,1.00215
2003,Hamburg,Couple without children,No,0.95439,51,51,0.89657,1.01222
2003,Hamburg,Couple with children,No,0.98350,47,47,0.94669,1.02031
2003,Lower Saxony,Single-person household,No,0.92280,197,197,0.88543,0.96016
2003,Lower Saxony,Couple without children,No,0.97658,308,308,0.95966,0.99350
2003,Lower Saxony,Single parent,No,0.68975,43,43,0.54984,0.82965
2003,Lower Saxony,Couple with children,No,0.93638,348,348,0.91070,0.96206
2003,Bremen,Single-person household,No,0.91248,33,33,0.81457,1.01040
2003,North Rhine-Westphalia,Single-person household,Yes,0.05760,36,620,0.03925,0.07596
2003,North Rhine-Westphalia,Single-person household,No,0.94138,584,620,0.92288,0.95989
2003,North Rhine-Westphalia,Couple without children,No,0.97993,807,807,0.97024,0.98961
2003,North Rhine-Westphalia,Single parent,No,0.73609,103,103,0.65056,0.82163
2003,North Rhine-Westphalia,Couple with children,Yes,0.05660,40,875,0.04128,0.07192
2003,North Rhine-Westphalia,Couple with children,No,0.94043,835,875,0.92474,0.95612
2003,Hesse,Single-person household,No,0.92111,168,168,0.88023,0.96200
2003,Hesse,Couple without children,No,0.99337,281,281,0.98386,1.00288
2003,Hesse,Couple with children,No,0.94901,279,279,0.92315,0.97487
2003,"Rhineland-Palatinate, Saarland",Single-person household,No,0.95636,174,174,0.92592,0.98680
2003,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99080,216,216,0.97804,1.00356
2003,"Rhineland-Palatinate, Saarland",Single parent,No,0.76582,40,40,0.63291,0.89873
2003,"Rhineland-Palatinate, Saarland",Couple with children,No,0.93316,239,239,0.90143,0.96489
2003,Baden-Wuerttemberg,Single-person household,No,0.95946,302,302,0.93718,0.98174
2003,Baden-Wuerttemberg,Couple without children,No,0.98638,414,414,0.97521,0.99756
2003,Baden-Wuerttemberg,Single parent,No,0.80547,69,69,0.71138,0.89955
2003,Baden-Wuerttemberg,Couple with children,No,0.97846,542,542,0.96622,0.99069
2003,Bavaria,Single-person household,No,0.96103,371,371,0.94131,0.98075
2003,Bavaria,Couple without children,No,0.98837,510,510,0.97906,0.99769
2003,Bavaria,Single parent,No,0.85293,90,90,0.77935,0.92651
2003,Bavaria,Couple with children,No,0.96435,593,593,0.94941,0.97929
2003,Berlin,Single-person household,No,0.91709,179,179,0.87658,0.95760
2003,Berlin,Couple without children,No,0.97397,117,117,0.94499,1.00295
2003,Berlin,Single parent,No,0.82437,35,35,0.69646,0.95227
2003,Berlin,Couple with children,No,0.87507,118,118,0.81516,0.93499
2003,Brandenburg,Single-person household,No,0.90345,102,102,0.84585,0.96105
2003,Brandenburg,Couple without children,No,0.93392,172,172,0.89669,0.97116
2003,Brandenburg,Couple with children,No,0.93356,146,146,0.89302,0.97409
2003,Mecklenburg-Western Pomerania,Single-person household,No,0.82948,62,62,0.73510,0.92386
2003,Mecklenburg-Western Pomerania,Couple without children,No,0.99700,93,93,0.98582,1.00818
2003,Mecklenburg-Western Pomerania,Couple with children,No,0.89851,76,76,0.83016,0.96685
2003,Saxony,Single-person household,No,0.87526,183,183,0.82725,0.92326
2003,Saxony,Couple without children,No,0.95094,282,282,0.92569,0.97620
2003,Saxony,Couple with children,No,0.86356,243,243,0.82032,0.90681
2003,Saxony-Anhalt,Single-person household,No,0.81896,94,94,0.74070,0.89722
2003,Saxony-Anhalt,Couple without children,No,0.98501,174,174,0.96690,1.00312
2003,Saxony-Anhalt,Couple with children,No,0.93395,150,150,0.89407,0.97383
2003,Thuringa,Single-person household,No,0.91860,108,108,0.86679,0.97041
2003,Thuringa,Couple without children,No,0.97273,149,149,0.94650,0.99897
2003,Thuringa,Couple with children,No,0.90512,157,157,0.85913,0.95111
2004,Schleswig-Holstein,Single-person household,No,0.92346,83,83,0.86592,0.98101
2004,Schleswig-Holstein,Couple without children,No,0.95783,133,133,0.92354,0.99211
2004,Schleswig-Holstein,Couple with children,No,0.92774,108,108,0.87868,0.97680
2004,Hamburg,Single-person household,No,0.97155,67,67,0.93144,1.01166
2004,Hamburg,Couple without children,No,0.93235,52,52,0.86342,1.00128
2004,Hamburg,Couple with children,No,0.98086,48,48,0.94168,1.02003
2004,Lower Saxony,Single-person household,No,0.91941,208,208,0.88233,0.95649
2004,Lower Saxony,Couple without children,No,0.99210,313,313,0.98228,1.00192
2004,Lower Saxony,Single parent,No,0.70716,40,40,0.56433,0.84998
2004,Lower Saxony,Couple with children,Yes,0.10426,32,361,0.07269,0.13582
2004,Lower Saxony,Couple with children,No,0.89574,329,361,0.86418,0.92731
2004,North Rhine-Westphalia,Single-person household,Yes,0.05549,31,578,0.03681,0.07417
2004,North Rhine-Westphalia,Single-person household,No,0.94434,547,578,0.92564,0.96305
2004,North Rhine-Westphalia,Couple without children,No,0.97023,827,827,0.95864,0.98182
2004,North Rhine-Westphalia,Single parent,No,0.79349,106,106,0.71606,0.87092
2004,North Rhine-Westphalia,Couple with children,Yes,0.06139,42,828,0.04503,0.07775
2004,North Rhine-Westphalia,Couple with children,No,0.93611,786,828,0.91944,0.95278
2004,Hesse,Single-person household,No,0.92009,171,171,0.87933,0.96085
2004,Hesse,Couple without children,No,0.99227,271,271,0.98182,1.00272
2004,Hesse,Couple with children,No,0.95857,264,264,0.93449,0.98266
2004,"Rhineland-Palatinate, Saarland",Single-person household,No,0.95475,184,184,0.92463,0.98486
2004,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99652,201,201,0.98837,1.00468
2004,"Rhineland-Palatinate, Saarland",Single parent,No,0.71675,36,36,0.56748,0.86603
2004,"Rhineland-Palatinate, Saarland",Couple with children,No,0.94847,236,236,0.92021,0.97674
2004,Baden-Wuerttemberg,Single-person household,No,0.96247,299,299,0.94089,0.98405
2004,Baden-Wuerttemberg,Couple without children,No,0.99386,413,413,0.98631,1.00140
2004,Baden-Wuerttemberg,Single parent,No,0.80040,66,66,0.70322,0.89757
2004,Baden-Wuerttemberg,Couple with children,No,0.95131,502,502,0.93247,0.97016
2004,Bavaria,Single-person household,No,0.97324,371,371,0.95680,0.98969
2004,Bavaria,Couple without children,No,0.97647,507,507,0.96326,0.98968
2004,Bavaria,Single parent,No,0.86295,83,83,0.78852,0.93739
2004,Bavaria,Couple with children,No,0.95135,568,568,0.93364,0.96906
2004,Berlin,Single-person household,No,0.89348,169,169,0.84684,0.94013
2004,Berlin,Couple without children,No,0.95494,124,124,0.91828,0.99160
2004,Berlin,Couple with children,No,0.89541,109,109,0.83769,0.95313
2004,Brandenburg,Single-person household,No,0.87108,94,94,0.80297,0.93919
2004,Brandenburg,Couple without children,No,0.96571,172,172,0.93843,0.99298
2004,Brandenburg,Couple with children,No,0.90570,128,128,0.85487,0.95652
2004,Mecklenburg-Western Pomerania,Single-person household,No,0.87362,63,63,0.79091,0.95633
2004,Mecklenburg-Western Pomerania,Couple with children,No,0.80056,72,72,0.70761,0.89350
2004,Saxony,Single-person household,No,0.87324,180,180,0.82450,0.92198
2004,Saxony,Couple without children,No,0.93214,277,277,0.90247,0.96181
2004,Saxony,Couple with children,No,0.83303,230,230,0.78472,0.88133
2004,Saxony-Anhalt,Single-person household,No,0.79425,90,90,0.71026,0.87823
2004,Saxony-Anhalt,Couple without children,No,0.98233,168,168,0.96235,1.00231
2004,Saxony-Anhalt,Couple with children,No,0.89174,151,151,0.84202,0.94146
2004,Thuringa,Single-person household,No,0.89975,102,102,0.84117,0.95832
2004,Thuringa,Couple without children,No,0.99111,152,152,0.97614,1.00608
2004,Thuringa,Couple with children,No,0.83979,152,152,0.78129,0.89830
2005,Schleswig-Holstein,Single-person household,No,0.89682,82,82,0.83058,0.96307
2005,Schleswig-Holstein,Couple without children,No,0.99362,131,131,0.97993,1.00731
2005,Schleswig-Holstein,Couple with children,No,0.92870,104,104,0.87900,0.97839
2005,Hamburg,Single-person household,No,0.94459,68,68,0.88981,0.99937
2005,Hamburg,Couple without children,No,0.97866,49,49,0.93778,1.01954
2005,Hamburg,Couple with children,No,0.97376,44,44,0.92598,1.02154
2005,Lower Saxony,Single-person household,No,0.90967,204,204,0.87023,0.94910
2005,Lower Saxony,Couple without children,No,0.99254,316,316,0.98304,1.00204
2005,Lower Saxony,Single parent,No,0.75775,41,41,0.62498,0.89053
2005,Lower Saxony,Couple with children,No,0.90828,302,302,0.87567,0.94089
2005,Bremen,Single-person household,No,0.95419,34,34,0.88286,1.02552
2005,North Rhine-Westphalia,Single-person household,No,0.93689,546,546,0.91647,0.95730
2005,North Rhine-Westphalia,Couple without children,No,0.97260,811,811,0.96136,0.98384
2005,North Rhine-Westphalia,Single parent,Yes,0.25986,31,133,0.18504,0.33468
2005,North Rhine-Westphalia,Single parent,No,0.70799,102,133,0.63042,0.78556
2005,North Rhine-Westphalia,Couple with children,Yes,0.05402,35,778,0.03813,0.06992
2005,North Rhine-Westphalia,Couple with children,No,0.94598,743,778,0.93008,0.96187
2005,Hesse,Single-person household,No,0.89252,187,187,0.84801,0.93703
2005,Hesse,Couple without children,No,0.99081,272,272,0.97945,1.00217
2005,Hesse,Couple with children,No,0.97312,234,234,0.95235,0.99389
2005,"Rhineland-Palatinate, Saarland",Single-person household,No,0.95158,179,179,0.92004,0.98311
2005,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99129,193,193,0.97815,1.00443
2005,"Rhineland-Palatinate, Saarland",Single parent,No,0.74562,38,38,0.60529,0.88595
2005,"Rhineland-Palatinate, Saarland",Couple with children,No,0.95969,224,224,0.93388,0.98551
2005,Baden-Wuerttemberg,Single-person household,No,0.95721,309,309,0.93461,0.97981
2005,Baden-Wuerttemberg,Couple without children,No,0.98601,393,393,0.97438,0.99764
2005,Baden-Wuerttemberg,Single parent,No,0.80589,67,67,0.71047,0.90131
2005,Baden-Wuerttemberg,Couple with children,No,0.94244,470,470,0.92136,0.96352
2005,Bavaria,Single-person household,No,0.95534,372,372,0.93432,0.97636
2005,Bavaria,Couple without children,No,0.98023,479,479,0.96775,0.99271
2005,Bavaria,Single parent,No,0.82465,77,77,0.73915,0.91014
2005,Bavaria,Couple with children,No,0.95170,541,541,0.93362,0.96979
2005,Berlin,Single-person household,No,0.88452,162,162,0.83515,0.93389
2005,Berlin,Couple without children,No,0.97629,118,118,0.94872,1.00386
2005,Berlin,Couple with children,No,0.93017,102,102,0.88046,0.97987
2005,Brandenburg,Single-person household,No,0.86533,95,95,0.79631,0.93434
2005,Brandenburg,Couple without children,No,0.97546,158,158,0.95125,0.99966
2005,Brandenburg,Couple with children,No,0.88963,127,127,0.83492,0.94434
2005,Mecklenburg-Western Pomerania,Single-person household,No,0.85296,66,66,0.76687,0.93906
2005,Mecklenburg-Western Pomerania,Couple without children,No,0.95349,88,88,0.90923,0.99774
2005,Mecklenburg-Western Pomerania,Couple with children,No,0.83194,67,67,0.74173,0.92215
2005,Saxony,Single-person household,No,0.86414,186,186,0.81476,0.91351
2005,Saxony,Couple without children,No,0.93855,276,276,0.91017,0.96694
2005,Saxony,Single parent,No,0.48522,36,36,0.31965,0.65080
2005,Saxony,Couple with children,No,0.82979,214,214,0.77932,0.88026
2005,Saxony-Anhalt,Single-person household,No,0.81246,97,97,0.73438,0.89055
2005,Saxony-Anhalt,Couple without children,No,0.98695,168,168,0.96973,1.00416
2005,Saxony-Anhalt,Couple with children,No,0.92270,145,145,0.87908,0.96632
2005,Thuringa,Single-person household,No,0.89993,103,103,0.84169,0.95817
2005,Thuringa,Couple without children,No,0.97808,146,146,0.95425,1.00192
2005,Thuringa,Couple with children,No,0.83110,140,140,0.76881,0.89338
2006,Schleswig-Holstein,Single-person household,No,0.91109,88,88,0.85128,0.97090
2006,Schleswig-Holstein,Couple without children,No,0.99179,146,146,0.97711,1.00648
2006,Schleswig-Holstein,Couple with children,No,0.94195,109,109,0.89785,0.98605
2006,Hamburg,Single-person household,No,0.96471,76,76,0.92295,1.00647
2006,Hamburg,Couple without children,No,0.96928,55,55,0.92326,1.01531
2006,Hamburg,Couple with children,No,0.98381,45,45,0.94653,1.02110
2006,Lower Saxony,Single-person household,No,0.96033,242,242,0.93569,0.98497
2006,Lower Saxony,Couple without children,No,0.99291,363,363,0.98427,1.00155
2006,Lower Saxony,Single parent,No,0.90230,62,62,0.82779,0.97681
2006,Lower Saxony,Couple with children,No,0.95757,341,341,0.93614,0.97899
2006,Bremen,Single-person household,No,0.95122,33,33,0.87659,1.02586
2006,North Rhine-Westphalia,Single-person household,No,0.94825,618,618,0.93077,0.96573
2006,North Rhine-Westphalia,Couple without children,No,0.97364,876,876,0.96302,0.98425
2006,North Rhine-Westphalia,Single parent,No,0.81625,124,124,0.74781,0.88469
2006,North Rhine-Westphalia,Couple with children,Yes,0.04396,31,803,0.02977,0.05815
2006,North Rhine-Westphalia,Couple with children,No,0.95604,772,803,0.94185,0.97023
2006,Hesse,Single-person household,No,0.94676,214,214,0.91661,0.97691
2006,Hesse,Couple without children,No,0.97341,303,303,0.95526,0.99155
2006,Hesse,Single parent,No,0.83346,39,39,0.71500,0.95192
2006,Hesse,Couple with children,No,0.98708,256,256,0.97321,1.00094
2006,"Rhineland-Palatinate, Saarland",Single-person household,No,0.95947,196,196,0.93179,0.98715
2006,"Rhineland-Palatinate, Saarland",Couple without children,No,0.97647,211,211,0.95597,0.99697
2006,"Rhineland-Palatinate, Saarland",Single parent,No,0.85413,45,45,0.74983,0.95843
2006,"Rhineland-Palatinate, Saarland",Couple with children,No,0.98316,234,234,0.96663,0.99968
2006,Baden-Wuerttemberg,Single-person household,No,0.95755,374,374,0.93709,0.97801
2006,Baden-Wuerttemberg,Couple without children,No,0.98148,458,458,0.96912,0.99384
2006,Baden-Wuerttemberg,Single parent,No,0.84529,77,77,0.76399,0.92659
2006,Baden-Wuerttemberg,Couple with children,No,0.97132,490,490,0.95652,0.98611
2006,Bavaria,Single-person household,No,0.97095,424,424,0.95494,0.98695
2006,Bavaria,Couple without children,No,0.97384,558,558,0.96059,0.98710
2006,Bavaria,Single parent,No,0.86856,100,100,0.80200,0.93512
2006,Bavaria,Couple with children,No,0.96548,568,568,0.95046,0.98051
2006,Berlin,Single-person household,No,0.91572,167,167,0.87345,0.95798
2006,Berlin,Couple without children,No,0.99622,149,149,0.98632,1.00611
2006,Berlin,Single parent,No,0.93337,35,35,0.84955,1.01720
2006,Berlin,Couple with children,No,0.93689,104,104,0.88992,0.98385
2006,Brandenburg,Single-person household,No,0.89541,123,123,0.84110,0.94971
2006,Brandenburg,Couple without children,No,0.97962,182,182,0.95904,1.00021
2006,Brandenburg,Single parent,No,0.80192,32,32,0.66162,0.94222
2006,Brandenburg,Couple with children,No,0.91280,141,141,0.86606,0.95953
2006,Mecklenburg-Western Pomerania,Single-person household,No,0.88682,77,77,0.81559,0.95805
2006,Mecklenburg-Western Pomerania,Couple without children,No,0.97927,100,100,0.95121,1.00734
2006,Mecklenburg-Western Pomerania,Couple with children,No,0.82997,78,78,0.74607,0.91388
2006,Saxony,Single-person household,No,0.86257,214,214,0.81633,0.90881
2006,Saxony,Couple without children,No,0.93796,307,307,0.91093,0.96499
2006,Saxony,Single parent,No,0.58830,37,37,0.42753,0.74907
2006,Saxony,Couple with children,No,0.92419,227,227,0.88968,0.95870
2006,Saxony-Anhalt,Single-person household,No,0.84986,111,111,0.78311,0.91662
2006,Saxony-Anhalt,Couple without children,No,0.98935,176,176,0.97414,1.00456
2006,Saxony-Anhalt,Couple with children,No,0.92873,146,146,0.88686,0.97061
2006,Thuringa,Single-person household,No,0.87067,126,126,0.81184,0.92950
2006,Thuringa,Couple without children,No,0.94031,160,160,0.90349,0.97714
2006,Thuringa,Couple with children,No,0.92092,148,148,0.87729,0.96454
2007,Schleswig-Holstein,Single-person household,No,0.94707,95,95,0.90180,0.99233
2007,Schleswig-Holstein,Couple without children,No,0.99164,131,131,0.97599,1.00729
2007,Schleswig-Holstein,Couple with children,No,0.94156,96,96,0.89439,0.98873
2007,Hamburg,Single-person household,No,0.98755,78,78,0.96277,1.01232
2007,Hamburg,Couple without children,No,0.95456,56,56,0.89952,1.00960
2007,Hamburg,Couple with children,No,0.93868,40,40,0.86339,1.01398
2007,Lower Saxony,Single-person household,No,0.92880,225,225,0.89512,0.96248
2007,Lower Saxony,Couple without children,No,0.98793,348,348,0.97644,0.99942
2007,Lower Saxony,Single parent,No,0.95543,54,54,0.89988,1.01099
2007,Lower Saxony,Couple with children,No,0.94853,316,316,0.92413,0.97293
2007,North Rhine-Westphalia,Single-person household,No,0.95047,573,573,0.93269,0.96825
2007,North Rhine-Westphalia,Couple without children,No,0.97759,802,802,0.96735,0.98784
2007,North Rhine-Westphalia,Single parent,No,0.85740,112,112,0.79235,0.92245
2007,North Rhine-Westphalia,Couple with children,No,0.96458,735,735,0.95120,0.97795
2007,Hesse,Single-person household,No,0.96044,187,187,0.93243,0.98845
2007,Hesse,Couple without children,No,0.99445,281,281,0.98575,1.00315
2007,Hesse,Single parent,No,0.93642,40,40,0.85985,1.01300
2007,Hesse,Couple with children,No,0.97506,248,248,0.95561,0.99451
2007,"Rhineland-Palatinate, Saarland",Single-person household,No,0.94199,187,187,0.90839,0.97558
2007,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99554,184,184,0.98588,1.00519
2007,"Rhineland-Palatinate, Saarland",Single parent,No,0.76140,40,40,0.62763,0.89517
2007,"Rhineland-Palatinate, Saarland",Couple with children,No,0.96692,213,213,0.94285,0.99100
2007,Baden-Wuerttemberg,Single-person household,No,0.95874,345,345,0.93772,0.97976
2007,Baden-Wuerttemberg,Couple without children,No,0.99031,421,421,0.98094,0.99968
2007,Baden-Wuerttemberg,Single parent,No,0.80155,69,69,0.70676,0.89635
2007,Baden-Wuerttemberg,Couple with children,No,0.94659,445,445,0.92568,0.96751
2007,Bavaria,Single-person household,No,0.96724,419,419,0.95017,0.98430
2007,Bavaria,Couple without children,No,0.97446,521,521,0.96089,0.98802
2007,Bavaria,Single parent,No,0.87956,87,87,0.81077,0.94835
2007,Bavaria,Couple with children,No,0.97776,549,549,0.96541,0.99011
2007,Berlin,Single-person household,No,0.90980,157,157,0.86485,0.95476
2007,Berlin,Couple without children,No,0.95545,143,143,0.92151,0.98938
2007,Berlin,Single parent,No,0.89774,36,36,0.79736,0.99812
2007,Berlin,Couple with children,No,0.93784,100,100,0.89028,0.98540
2007,Brandenburg,Single-person household,No,0.94044,124,124,0.89861,0.98226
2007,Brandenburg,Couple without children,No,0.96595,165,165,0.93819,0.99371
2007,Brandenburg,Couple with children,No,0.95875,126,126,0.92389,0.99362
2007,Mecklenburg-Western Pomerania,Single-person household,No,0.85015,65,65,0.76271,0.93760
2007,Mecklenburg-Western Pomerania,Couple without children,No,0.98316,102,102,0.95807,1.00826
2007,Mecklenburg-Western Pomerania,Couple with children,No,0.85576,66,66,0.77035,0.94117
2007,Saxony,Single-person household,No,0.88802,214,214,0.84567,0.93037
2007,Saxony,Couple without children,No,0.96306,295,295,0.94151,0.98462
2007,Saxony,Single parent,No,0.73990,42,42,0.60561,0.87418
2007,Saxony,Couple with children,No,0.93678,216,216,0.90425,0.96931
2007,Saxony-Anhalt,Single-person household,No,0.82855,103,103,0.75541,0.90169
2007,Saxony-Anhalt,Couple without children,No,0.99437,169,169,0.98305,1.00568
2007,Saxony-Anhalt,Couple with children,No,0.97467,137,137,0.94826,1.00108
2007,Thuringa,Single-person household,No,0.91976,121,121,0.87115,0.96837
2007,Thuringa,Couple without children,No,0.99192,163,163,0.97813,1.00571
2007,Thuringa,Couple with children,No,0.90137,136,136,0.85107,0.95167
2008,Schleswig-Holstein,Single-person household,No,0.93803,90,90,0.88794,0.98812
2008,Schleswig-Holstein,Couple without children,No,0.99450,119,119,0.98116,1.00784
2008,Schleswig-Holstein,Couple with children,No,0.94022,86,86,0.88982,0.99062
2008,Hamburg,Couple without children,No,0.96784,57,57,0.92163,1.01405
2008,Hamburg,Couple with children,No,0.93477,37,37,0.85411,1.01543
2008,Lower Saxony,Single-person household,No,0.96252,238,238,0.93834,0.98670
2008,Lower Saxony,Couple without children,No,0.99253,335,335,0.98330,1.00177
2008,Lower Saxony,Single parent,No,0.82233,48,48,0.71306,0.93161
2008,Lower Saxony,Couple with children,No,0.96081,297,297,0.93870,0.98291
2008,North Rhine-Westphalia,Single-person household,No,0.95412,536,536,0.93639,0.97185
2008,North Rhine-Westphalia,Couple without children,No,0.98521,757,757,0.97661,0.99382
2008,North Rhine-Westphalia,Single parent,No,0.84323,110,110,0.77497,0.91149
2008,North Rhine-Westphalia,Couple with children,No,0.96449,666,666,0.95042,0.97855
2008,Hesse,Single-person household,No,0.93158,169,169,0.89340,0.96976
2008,Hesse,Couple without children,No,0.99623,266,266,0.98885,1.00361
2008,Hesse,Single parent,No,0.93230,37,37,0.85023,1.01437
2008,Hesse,Couple with children,No,0.98430,235,235,0.96838,1.00023
2008,"Rhineland-Palatinate, Saarland",Single-person household,No,0.96020,188,188,0.93218,0.98822
2008,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99372,177,177,0.98204,1.00539
2008,"Rhineland-Palatinate, Saarland",Single parent,No,0.89235,43,43,0.79862,0.98609
2008,"Rhineland-Palatinate, Saarland",Couple with children,No,0.97905,186,186,0.95840,0.99969
2008,Baden-Wuerttemberg,Single-person household,No,0.97122,332,332,0.95321,0.98923
2008,Baden-Wuerttemberg,Couple without children,No,0.98448,411,411,0.97251,0.99644
2008,Baden-Wuerttemberg,Single parent,No,0.86473,70,70,0.78403,0.94543
2008,Baden-Wuerttemberg,Couple with children,No,0.95751,408,408,0.93791,0.97710
2008,Bavaria,Single-person household,No,0.95762,393,393,0.93767,0.97756
2008,Bavaria,Couple without children,No,0.97359,495,495,0.95945,0.98773
2008,Bavaria,Single parent,No,0.94156,86,86,0.89170,0.99143
2008,Bavaria,Couple with children,No,0.97733,504,504,0.96432,0.99034
2008,Berlin,Single-person household,No,0.90923,161,161,0.86471,0.95374
2008,Berlin,Single parent,No,0.98976,36,36,0.95639,1.02312
2008,Berlin,Couple with children,No,0.97388,92,92,0.94110,1.00665
2008,Brandenburg,Single-person household,No,0.89590,121,121,0.84125,0.95054
2008,Brandenburg,Couple without children,No,0.98137,164,164,0.96061,1.00213
2008,Brandenburg,Couple with children,No,0.96126,117,117,0.92614,0.99638
2008,Mecklenburg-Western Pomerania,Single-person household,No,0.86632,71,71,0.78660,0.94604
2008,Mecklenburg-Western Pomerania,Couple without children,No,0.98454,104,104,0.96072,1.00837
2008,Mecklenburg-Western Pomerania,Couple with children,No,0.90295,58,58,0.82610,0.97980
2008,Saxony,Single-person household,No,0.95249,217,217,0.92412,0.98086
2008,Saxony,Couple without children,No,0.98788,293,293,0.97533,1.00043
2008,Saxony,Single parent,No,0.93861,43,43,0.86601,1.01121
2008,Saxony,Couple with children,No,0.97609,209,209,0.95533,0.99685
2008,Saxony-Anhalt,Single-person household,No,0.82896,99,99,0.75440,0.90351
2008,Saxony-Anhalt,Couple with children,No,0.97447,121,121,0.94625,1.00269
2008,Thuringa,Single-person household,No,0.97138,120,120,0.94142,1.00134
2008,Thuringa,Couple without children,No,0.96867,167,167,0.94217,0.99517
2008,Thuringa,Couple with children,No,0.87847,123,123,0.82049,0.93645
2009,Schleswig-Holstein,Single-person household,No,0.96997,86,86,0.93369,1.00625
2009,Schleswig-Holstein,Couple without children,No,0.96944,115,115,0.93785,1.00104
2009,Schleswig-Holstein,Couple with children,No,0.98688,74,74,0.96079,1.01298
2009,Hamburg,Single-person household,No,0.97684,73,73,0.94209,1.01158
2009,Hamburg,Couple without children,No,0.97218,57,57,0.92910,1.01525
2009,Lower Saxony,Single-person household,No,0.93121,226,226,0.89813,0.96428
2009,Lower Saxony,Couple without children,No,0.97774,326,326,0.96170,0.99378
2009,Lower Saxony,Single parent,No,0.80508,36,36,0.67383,0.93632
2009,Lower Saxony,Couple with children,No,0.92898,272,272,0.89840,0.95956
