"pli0081","year","migback","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Woche","2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","2006","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2006","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2006","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2006","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2006","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2006","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2006","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2006","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2006","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2006","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2006","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2006","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","2006","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2006","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2006","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2006","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2006","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2006","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Täglich","2007","kein Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2007","kein Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2007","direkter Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2007","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2007","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2007","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Täglich","2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","2007","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2007","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2007","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2007","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2007","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2007","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","2007","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2007","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2007","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2007","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2007","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2007","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2007","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2007","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2007","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2007","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2007","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2007","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","2007","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2007","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2007","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2007","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2007","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2007","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Täglich","2008","kein Migrationshintergrund","Westdeutschland","932","0.0756687683814618","0.0709248603465261","0.0804126764163976"
"Täglich","2008","kein Migrationshintergrund","Ostdeutschland","363","0.0792070353640996","0.0714322913763877","0.0869817793518116"
"Täglich","2008","direkter Migrationshintergrund","Westdeutschland","189","0.0841653934679792","0.0714136836205565","0.096917103315402"
"Täglich","2008","direkter Migrationshintergrund","Ostdeutschland","7","","",""
"Täglich","2008","indirekter Migrationshintergrund","Westdeutschland","62","0.0871227186152648","0.0665233574661374","0.107722079764392"
"Täglich","2008","indirekter Migrationshintergrund","Ostdeutschland","2","","",""
"Täglich","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Täglich","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","2008","kein Migrationshintergrund","Westdeutschland","4355","0.359172751775251","0.350567050019567","0.367778453530935"
"Min 1x pro Woche","2008","kein Migrationshintergrund","Ostdeutschland","1765","0.377825706514898","0.363867648310001","0.391783764719794"
"Min 1x pro Woche","2008","direkter Migrationshintergrund","Westdeutschland","829","0.44319502831527","0.420378891610877","0.466011165019663"
"Min 1x pro Woche","2008","direkter Migrationshintergrund","Ostdeutschland","22","","",""
"Min 1x pro Woche","2008","indirekter Migrationshintergrund","Westdeutschland","343","0.446302187828592","0.409991643916718","0.482612731740465"
"Min 1x pro Woche","2008","indirekter Migrationshintergrund","Ostdeutschland","8","","",""
"Min 1x pro Woche","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","2008","kein Migrationshintergrund","Westdeutschland","3705","0.303336330617039","0.295090433519582","0.311582227714497"
"Min 1x pro Monat","2008","kein Migrationshintergrund","Ostdeutschland","1544","0.321686774390802","0.308238859024349","0.335134689757254"
"Min 1x pro Monat","2008","direkter Migrationshintergrund","Westdeutschland","420","0.234511034642338","0.215050972318628","0.253971096966047"
"Min 1x pro Monat","2008","direkter Migrationshintergrund","Ostdeutschland","26","","",""
"Min 1x pro Monat","2008","indirekter Migrationshintergrund","Westdeutschland","174","0.259571159813739","0.227548918582004","0.291593401045475"
"Min 1x pro Monat","2008","indirekter Migrationshintergrund","Ostdeutschland","15","","",""
"Min 1x pro Monat","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2008","kein Migrationshintergrund","Westdeutschland","2696","0.23471787689176","0.227115524734298","0.242320229049222"
"Seltener","2008","kein Migrationshintergrund","Ostdeutschland","884","0.197908278606696","0.18643817820616","0.209378379007231"
"Seltener","2008","direkter Migrationshintergrund","Westdeutschland","312","0.1869742450718","0.169066695420122","0.204881794723479"
"Seltener","2008","direkter Migrationshintergrund","Ostdeutschland","21","","",""
"Seltener","2008","indirekter Migrationshintergrund","Westdeutschland","126","0.184471401744464","0.156140136878475","0.212802666610453"
"Seltener","2008","indirekter Migrationshintergrund","Ostdeutschland","15","","",""
"Seltener","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","2008","kein Migrationshintergrund","Westdeutschland","251","0.0271042723344877","0.0241914356251331","0.0300171090438424"
"Nie","2008","kein Migrationshintergrund","Ostdeutschland","79","0.0233722051235056","0.0190227224367703","0.0277216878102408"
"Nie","2008","direkter Migrationshintergrund","Westdeutschland","71","0.0511542985026131","0.0410354293035811","0.0612731677016452"
"Nie","2008","direkter Migrationshintergrund","Ostdeutschland","2","","",""
"Nie","2008","indirekter Migrationshintergrund","Westdeutschland","15","","",""
"Nie","2008","indirekter Migrationshintergrund","Ostdeutschland","1","","",""
"Nie","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Täglich","2009","kein Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2009","kein Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2009","direkter Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2009","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2009","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2009","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Täglich","2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","2009","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2009","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2009","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2009","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2009","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2009","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","2009","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2009","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2009","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2009","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2009","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2009","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2009","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2009","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2009","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2009","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2009","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2009","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","2009","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2009","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2009","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2009","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2009","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2009","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Täglich","2010","kein Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2010","kein Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2010","direkter Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2010","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2010","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2010","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2010","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Täglich","2010","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","2010","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2010","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2010","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2010","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2010","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2010","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2010","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","2010","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","2010","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2010","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2010","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2010","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2010","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2010","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2010","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","2010","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2010","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2010","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2010","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2010","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2010","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2010","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2010","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2010","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","2010","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2010","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2010","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2010","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2010","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2010","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2010","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","2010","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Täglich","2011","kein Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2011","kein Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2011","direkter Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2011","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2011","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2011","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2011","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Täglich","2011","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","2011","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2011","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2011","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2011","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2011","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2011","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2011","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","2011","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","2011","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2011","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2011","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2011","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2011","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2011","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2011","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","2011","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2011","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2011","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2011","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2011","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2011","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2011","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2011","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2011","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","2011","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2011","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2011","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2011","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2011","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2011","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2011","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","2011","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Täglich","2012","kein Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2012","kein Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2012","direkter Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2012","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2012","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2012","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2012","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Täglich","2012","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2012","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2012","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2012","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","2012","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2012","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2012","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2012","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","2012","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2012","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2012","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2012","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2012","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2012","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2012","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2012","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2012","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","2012","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2012","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2012","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2012","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2012","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2012","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2012","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","2012","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Täglich","2013","kein Migrationshintergrund","Westdeutschland","1260","0.0747980144896441","0.0707344051134335","0.0788616238658547"
"Täglich","2013","kein Migrationshintergrund","Ostdeutschland","451","0.0827947907208938","0.0755039803553332","0.0900856010864544"
"Täglich","2013","direkter Migrationshintergrund","Westdeutschland","204","0.0810808142760237","0.0704235550178978","0.0917380735341496"
"Täglich","2013","direkter Migrationshintergrund","Ostdeutschland","13","","",""
"Täglich","2013","indirekter Migrationshintergrund","Westdeutschland","101","0.0778004348075855","0.0619929124971701","0.0936079571180009"
"Täglich","2013","indirekter Migrationshintergrund","Ostdeutschland","7","","",""
"Täglich","2013","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Täglich","2013","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","2013","kein Migrationshintergrund","Westdeutschland","6011","0.354392858165253","0.347004034802128","0.361781681528379"
"Min 1x pro Woche","2013","kein Migrationshintergrund","Ostdeutschland","2065","0.360028946390496","0.347329350112019","0.372728542668972"
"Min 1x pro Woche","2013","direkter Migrationshintergrund","Westdeutschland","1064","0.400227934484388","0.381098830115444","0.419357038853332"
"Min 1x pro Woche","2013","direkter Migrationshintergrund","Ostdeutschland","49","0.361594110390816","0.281140243251665","0.442047977529968"
"Min 1x pro Woche","2013","indirekter Migrationshintergrund","Westdeutschland","456","0.361741435470583","0.333384598315387","0.390098272625779"
"Min 1x pro Woche","2013","indirekter Migrationshintergrund","Ostdeutschland","19","","",""
"Min 1x pro Woche","2013","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","2013","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","2013","kein Migrationshintergrund","Westdeutschland","4916","0.303373624360111","0.296272330123275","0.310474918596948"
"Min 1x pro Monat","2013","kein Migrationshintergrund","Ostdeutschland","1826","0.333329114267653","0.32085719162343","0.345801036911875"
"Min 1x pro Monat","2013","direkter Migrationshintergrund","Westdeutschland","611","0.258609218991168","0.24151326215401","0.275705175828326"
"Min 1x pro Monat","2013","direkter Migrationshintergrund","Ostdeutschland","30","0.214488969896433","0.145755790580158","0.283222149212707"
"Min 1x pro Monat","2013","indirekter Migrationshintergrund","Westdeutschland","307","0.314832058282111","0.28742273416683","0.342241382397392"
"Min 1x pro Monat","2013","indirekter Migrationshintergrund","Ostdeutschland","31","0.331745263064802","0.22446851024343","0.439022015886174"
"Min 1x pro Monat","2013","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","2013","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2013","kein Migrationshintergrund","Westdeutschland","3510","0.235678634662742","0.229122516876031","0.242234752449453"
"Seltener","2013","kein Migrationshintergrund","Ostdeutschland","1029","0.200846423668389","0.190246854461261","0.211445992875516"
"Seltener","2013","direkter Migrationshintergrund","Westdeutschland","524","0.201040644252783","0.185392887092305","0.216688401413261"
"Seltener","2013","direkter Migrationshintergrund","Ostdeutschland","38","0.265248673890933","0.191324818739067","0.339172529042798"
"Seltener","2013","indirekter Migrationshintergrund","Westdeutschland","215","0.216914870805477","0.192592299434188","0.241237442176765"
"Seltener","2013","indirekter Migrationshintergrund","Ostdeutschland","14","","",""
"Seltener","2013","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2013","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","2013","kein Migrationshintergrund","Westdeutschland","402","0.0317568683222487","0.029048175933254","0.0344655607112434"
"Nie","2013","kein Migrationshintergrund","Ostdeutschland","117","0.0230007249525695","0.0190346682161347","0.0269667816890043"
"Nie","2013","direkter Migrationshintergrund","Westdeutschland","117","0.0590413879956371","0.049838770719687","0.0682440052715872"
"Nie","2013","direkter Migrationshintergrund","Ostdeutschland","7","","",""
"Nie","2013","indirekter Migrationshintergrund","Westdeutschland","24","","",""
"Nie","2013","indirekter Migrationshintergrund","Ostdeutschland","3","","",""
"Nie","2013","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","2013","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Täglich","2014","kein Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2014","kein Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2014","direkter Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2014","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2014","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Täglich","2014","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Täglich","2014","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Täglich","2014","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2014","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2014","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2014","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","2014","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2014","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2014","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","indirekter Migrationshintergrund","Westdeutschland","","","",""
