"hlc0052","year","hhtyp","quintil","n","percent","lower_confidence","upper_confidence"
"Nein","2018","1-Pers.- Haushalt","3","605","0.955043360126921","0.939162731725575","0.970923988528267"
"Nein","2018","1-Pers.- Haushalt","4","1087","0.985024943904547","0.977921547420163","0.992128340388931"
"Nein","2018","1-Pers.- Haushalt","5","1119","0.99102128467162","0.985521350878992","0.996521218464248"
"Nein","2018","(Ehe-)Paar ohne Kind(er)","1","406","0.686902782580602","0.65157581676322","0.722229748397983"
"Nein","2018","(Ehe-)Paar ohne Kind(er)","2","506","0.902320350811077","0.878200810826804","0.92643989079535"
"Nein","2018","(Ehe-)Paar ohne Kind(er)","3","1313","0.96948112955125","0.960335949284314","0.978626309818185"
"Nein","2018","(Ehe-)Paar ohne Kind(er)","4","2298","0.991399939215616","0.987645844431854","0.995154033999378"
"Nein","2018","(Ehe-)Paar ohne Kind(er)","5","4232","0.995126146077551","0.993034344022745","0.997217948132357"
"Nein","2018","Alleinerziehende","1","577","0.497558246103293","0.472480217228039","0.522636274978547"
"Nein","2018","Alleinerziehende","2","560","0.477437991375424","0.447758186138674","0.507117796612174"
"Nein","2018","Alleinerziehende","3","653","0.880687934035242","0.857939369581267","0.903436498489217"
"Nein","2018","Alleinerziehende","4","790","0.951969257150121","0.937526066006673","0.96641244829357"
"Nein","2018","Alleinerziehende","5","427","0.983109346929211","0.970915420276464","0.995303273581958"
"Nein","2018","Paar mit Kind(ern)","1","3049","0.506464415354058","0.495439678061431","0.517489152646685"
"Nein","2018","Paar mit Kind(ern)","2","2459","0.768993732420097","0.755392851286281","0.782594613553913"
"Nein","2018","Paar mit Kind(ern)","3","3675","0.951857971233594","0.945198253671254","0.958517688795934"
"Nein","2018","Paar mit Kind(ern)","4","5585","0.984742227731483","0.981557025808437","0.987927429654529"
"Nein","2018","Paar mit Kind(ern)","5","5877","0.995525668566926","0.993827849323873","0.997223487809978"
"Nein","2018","Sonstige","1","463","0.41425972676949","0.385839071520091","0.442680382018889"
"Nein","2018","Sonstige","2","162","0.589872075332254","0.533360139391935","0.646384011272573"
"Nein","2018","Sonstige","3","190","0.746085086854955","0.694736105330067","0.797434068379844"
"Nein","2018","Sonstige","4","242","0.85771602362439","0.815891553009366","0.899540494239415"
"Nein","2018","Sonstige","5","210","0.960208337109499","0.934260651647161","0.986156022571836"
"Ja","2019","1-Pers.- Haushalt","1","364","0.352374645564718","0.319374610727709","0.385374680401728"
"Ja","2019","1-Pers.- Haushalt","2","124","0.123587153617125","0.0972533557190003","0.149920951515249"
"Ja","2019","1-Pers.- Haushalt","3","63","0.0551918295473252","0.0376097676936882","0.0727738914009623"
"Ja","2019","1-Pers.- Haushalt","4","32","0.0076397477446496","0.00260736852056107","0.0126721269687381"
"Ja","2019","1-Pers.- Haushalt","5","","","",""
"Ja","2019","(Ehe-)Paar ohne Kind(er)","1","245","0.296959279076019","0.257028959235915","0.336889598916123"
"Ja","2019","(Ehe-)Paar ohne Kind(er)","2","106","0.12513087881532","0.0995768753823048","0.150684882248334"
"Ja","2019","(Ehe-)Paar ohne Kind(er)","3","38","0.0151763220512566","0.00819499548299104","0.0221576486195221"
"Ja","2019","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Ja","2019","(Ehe-)Paar ohne Kind(er)","5","36","0.00682224357541093","0.00466825317688023","0.00897623397394162"
"Ja","2019","Alleinerziehende","1","796","0.596225246993548","0.568371429574961","0.624079064412136"
"Ja","2019","Alleinerziehende","2","508","0.485990824631083","0.454618604484364","0.517363044777801"
"Ja","2019","Alleinerziehende","3","127","0.135056918557694","0.10995191558543","0.160161921529958"
"Ja","2019","Alleinerziehende","4","","","",""
"Ja","2019","Alleinerziehende","5","","","",""
"Ja","2019","Paar mit Kind(ern)","1","4766","0.534821678081905","0.522904125908732","0.546739230255077"
"Ja","2019","Paar mit Kind(ern)","2","1440","0.225433096797805","0.211401718598142","0.239464474997468"
"Ja","2019","Paar mit Kind(ern)","3","318","0.0505171320780866","0.0432738775359666","0.0577603866202065"
"Ja","2019","Paar mit Kind(ern)","4","89","0.013816705357681","0.0107398586124447","0.0168935521029172"
"Ja","2019","Paar mit Kind(ern)","5","46","0.00401195919599798","0.00263432842321022","0.00538958996878575"
"Ja","2019","Sonstige","1","581","0.528450336211007","0.493529947311309","0.563370725110704"
"Ja","2019","Sonstige","2","133","0.290670593436186","0.239116341446657","0.342224845425716"
"Ja","2019","Sonstige","3","48","0.187040392068334","0.132168566130589","0.24191221800608"
"Ja","2019","Sonstige","4","39","0.0899965530794595","0.0587390263047794","0.12125407985414"
"Ja","2019","Sonstige","5","","","",""
"Nein","2019","1-Pers.- Haushalt","1","441","0.647625354435282","0.614625319598272","0.680625389272292"
"Nein","2019","1-Pers.- Haushalt","2","476","0.876412846382875","0.850079048484751","0.902746644281"
"Nein","2019","1-Pers.- Haushalt","3","585","0.944808170452675","0.927226108599038","0.962390232306312"
"Nein","2019","1-Pers.- Haushalt","4","1118","0.99236025225535","0.987327873031262","0.997392631479439"
"Nein","2019","1-Pers.- Haushalt","5","1392","0.992697918825954","0.988239704867163","0.997156132784745"
"Nein","2019","(Ehe-)Paar ohne Kind(er)","1","258","0.703040720923981","0.663110401083877","0.742971040764085"
"Nein","2019","(Ehe-)Paar ohne Kind(er)","2","538","0.87486912118468","0.849315117751666","0.900423124617695"
"Nein","2019","(Ehe-)Paar ohne Kind(er)","3","1140","0.984823677948743","0.977842351380478","0.991805004517009"
"Nein","2019","(Ehe-)Paar ohne Kind(er)","4","2306","0.990208540118383","0.986213835024341","0.994203245212426"
"Nein","2019","(Ehe-)Paar ohne Kind(er)","5","5574","0.993177756424589","0.991023766026058","0.99533174682312"
"Nein","2019","Alleinerziehende","1","396","0.403774753006452","0.375920935587864","0.431628570425039"
"Nein","2019","Alleinerziehende","2","467","0.514009175368917","0.482636955222199","0.545381395515636"
"Nein","2019","Alleinerziehende","3","585","0.864943081442306","0.839838078470042","0.89004808441457"
"Nein","2019","Alleinerziehende","4","772","0.965760401263643","0.953167353131544","0.978353449395742"
"Nein","2019","Alleinerziehende","5","619","0.981725774422263","0.971216556844445","0.992234992000081"
"Nein","2019","Paar mit Kind(ern)","1","1963","0.465178321918095","0.453260769744923","0.477095874091268"
"Nein","2019","Paar mit Kind(ern)","2","1967","0.774566903202195","0.760535525002532","0.788598281401858"
"Nein","2019","Paar mit Kind(ern)","3","3194","0.949482867921913","0.942239613379793","0.956726122464034"
"Nein","2019","Paar mit Kind(ern)","4","5440","0.986183294642319","0.983106447897083","0.989260141387555"
"Nein","2019","Paar mit Kind(ern)","5","8042","0.995988040804002","0.994610410031214","0.99736567157679"
"Nein","2019","Sonstige","1","204","0.471549663788993","0.436629274889296","0.506470052688691"
"Nein","2019","Sonstige","2","165","0.709329406563814","0.657775154574284","0.760883658553344"
"Nein","2019","Sonstige","3","146","0.812959607931666","0.75808778199392","0.867831433869411"
"Nein","2019","Sonstige","4","283","0.91000344692054","0.87874592014586","0.941260973695221"
"Nein","2019","Sonstige","5","273","0.990042658092328","0.97851544491813","1.00156987126653"
"Ja","2020","1-Pers.- Haushalt","1","400","0.388482326138274","0.356621400820728","0.42034325145582"
"Ja","2020","1-Pers.- Haushalt","2","174","0.132157118926132","0.107657129616805","0.15665710823546"
"Ja","2020","1-Pers.- Haushalt","3","93","0.0558217260308118","0.0395319747281493","0.0721114773334742"
"Ja","2020","1-Pers.- Haushalt","4","43","0.00680081378661335","0.00239380941561504","0.0112078181576117"
"Ja","2020","1-Pers.- Haushalt","5","","","",""
"Ja","2020","(Ehe-)Paar ohne Kind(er)","1","258","0.346103947184714","0.306911939693046","0.385295954676381"
"Ja","2020","(Ehe-)Paar ohne Kind(er)","2","96","0.0707980006113104","0.0509577962458843","0.0906382049767364"
"Ja","2020","(Ehe-)Paar ohne Kind(er)","3","59","0.0327046814847154","0.0222648097673408","0.04314455320209"
"Ja","2020","(Ehe-)Paar ohne Kind(er)","4","64","0.0137444093631874","0.00915473749206667","0.0183340812343081"
"Ja","2020","(Ehe-)Paar ohne Kind(er)","5","42","0.00821211309210313","0.00581830886058791","0.0106059173236183"
"Ja","2020","Alleinerziehende","1","804","0.640003889256314","0.611766352279517","0.668241426233112"
"Ja","2020","Alleinerziehende","2","494","0.523290449367412","0.490347227597018","0.556233671137807"
"Ja","2020","Alleinerziehende","3","174","0.22399319334492","0.193811313928616","0.254175072761224"
"Ja","2020","Alleinerziehende","4","43","0.0272065770776491","0.0163399745760081","0.0380731795792901"
"Ja","2020","Alleinerziehende","5","","","",""
"Ja","2020","Paar mit Kind(ern)","1","4118","0.518066185389946","0.505592261239833","0.530540109540059"
"Ja","2020","Paar mit Kind(ern)","2","2323","0.222711248320087","0.210751264681997","0.234671231958177"
"Ja","2020","Paar mit Kind(ern)","3","543","0.0611382801664045","0.0531483248735699","0.0691282354592392"
"Ja","2020","Paar mit Kind(ern)","4","85","0.00974161547153008","0.0071119774651243","0.0123712534779359"
"Ja","2020","Paar mit Kind(ern)","5","44","0.00236094954965049","0.00125526061709526","0.00346663848220573"
"Ja","2020","Sonstige","1","591","0.676244010408633","0.64630018420261","0.706187836614656"
"Ja","2020","Sonstige","2","207","0.205776789343436","0.165236589015568","0.246316989671305"
"Ja","2020","Sonstige","3","80","0.179756674232361","0.137352688574187","0.222160659890534"
"Ja","2020","Sonstige","4","","","",""
"Ja","2020","Sonstige","5","","","",""
"Nein","2020","1-Pers.- Haushalt","1","499","0.611517673861726","0.57965674854418","0.643378599179272"
"Nein","2020","1-Pers.- Haushalt","2","560","0.867842881073868","0.84334289176454","0.892342870383195"
"Nein","2020","1-Pers.- Haushalt","3","670","0.944178273969188","0.927888522666526","0.960468025271851"
"Nein","2020","1-Pers.- Haushalt","4","1293","0.993199186213387","0.988792181842388","0.997606190584385"
"Nein","2020","1-Pers.- Haushalt","5","1627","0.992102272767564","0.987820823502609","0.99638372203252"
"Nein","2020","(Ehe-)Paar ohne Kind(er)","1","308","0.653896052815286","0.614704045323619","0.693088060306954"
"Nein","2020","(Ehe-)Paar ohne Kind(er)","2","546","0.92920199938869","0.909361795023263","0.949042203754116"
"Nein","2020","(Ehe-)Paar ohne Kind(er)","3","1056","0.967295318515284","0.95685544679791","0.977735190232659"
"Nein","2020","(Ehe-)Paar ohne Kind(er)","4","2408","0.986255590636813","0.981665918765692","0.990845262507933"
"Nein","2020","(Ehe-)Paar ohne Kind(er)","5","5418","0.991787886907897","0.989394082676382","0.994181691139412"
"Nein","2020","Alleinerziehende","1","306","0.359996110743686","0.331758573766888","0.388233647720483"
"Nein","2020","Alleinerziehende","2","389","0.476709550632588","0.443766328862193","0.509652772402982"
"Nein","2020","Alleinerziehende","3","559","0.77600680665508","0.745824927238776","0.806188686071384"
"Nein","2020","Alleinerziehende","4","818","0.972793422922351","0.96192682042071","0.983660025423992"
"Nein","2020","Alleinerziehende","5","649","0.982327619461163","0.972245034828593","0.992410204093733"
"Nein","2020","Paar mit Kind(ern)","1","2046","0.481933814610053","0.46945989045994","0.494407738760166"
"Nein","2020","Paar mit Kind(ern)","2","2326","0.777288751679913","0.765328768041823","0.789248735318003"
"Nein","2020","Paar mit Kind(ern)","3","2911","0.938861719833595","0.930871764540761","0.94685167512643"
"Nein","2020","Paar mit Kind(ern)","4","5274","0.99025838452847","0.987628746522064","0.992888022534876"
"Nein","2020","Paar mit Kind(ern)","5","7357","0.99763905045035","0.996533361517794","0.998744739382905"
"Nein","2020","Sonstige","1","347","0.323755989591367","0.293812163385343","0.35369981579739"
"Nein","2020","Sonstige","2","175","0.794223210656564","0.753683010328695","0.834763410984432"
"Nein","2020","Sonstige","3","235","0.820243325767639","0.777839340109466","0.862647311425813"
"Nein","2020","Sonstige","4","348","0.953084656196516","0.931331715840888","0.974837596552144"
"Nein","2020","Sonstige","5","284","0.987043131353306","0.974094246343964","0.999992016362649"
