year,bula_h,hhtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2005,Bavaria,Single parent,,,,,,,,,,,,
2005,Bavaria,Couple with children,,,,,,,,,,,,
2005,Bavaria,Multi-generational household,,,,,,,,,,,,
2005,Bavaria,Other Combinations,,,,,,,,,,,,
2005,Berlin,Single-person household,,,,,,,,,,,,
2005,Berlin,Couple without children,,,,,,,,,,,,
2005,Berlin,Single parent,,,,,,,,,,,,
2005,Berlin,Couple with children,,,,,,,,,,,,
2005,Berlin,Multi-generational household,,,,,,,,,,,,
2005,Berlin,Other Combinations,,,,,,,,,,,,
2005,Brandenburg,Single-person household,,,,,,,,,,,,
2005,Brandenburg,Couple without children,,,,,,,,,,,,
2005,Brandenburg,Single parent,,,,,,,,,,,,
2005,Brandenburg,Couple with children,,,,,,,,,,,,
2005,Brandenburg,Multi-generational household,,,,,,,,,,,,
2005,Brandenburg,Other Combinations,,,,,,,,,,,,
2005,Mecklenburg-Western Pomerania,Single-person household,,,,,,,,,,,,
2005,Mecklenburg-Western Pomerania,Couple without children,,,,,,,,,,,,
2005,Mecklenburg-Western Pomerania,Single parent,,,,,,,,,,,,
2005,Mecklenburg-Western Pomerania,Couple with children,,,,,,,,,,,,
2005,Mecklenburg-Western Pomerania,Multi-generational household,,,,,,,,,,,,
2005,Mecklenburg-Western Pomerania,Other Combinations,,,,,,,,,,,,
2005,Saxony,Single-person household,,,,,,,,,,,,
2005,Saxony,Couple without children,,,,,,,,,,,,
2005,Saxony,Single parent,,,,,,,,,,,,
2005,Saxony,Couple with children,,,,,,,,,,,,
2005,Saxony,Multi-generational household,,,,,,,,,,,,
2005,Saxony,Other Combinations,,,,,,,,,,,,
2005,Saxony-Anhalt,Single-person household,,,,,,,,,,,,
2005,Saxony-Anhalt,Couple without children,,,,,,,,,,,,
2005,Saxony-Anhalt,Single parent,,,,,,,,,,,,
2005,Saxony-Anhalt,Couple with children,,,,,,,,,,,,
2005,Saxony-Anhalt,Multi-generational household,,,,,,,,,,,,
2005,Saxony-Anhalt,Other Combinations,,,,,,,,,,,,
2005,Thuringa,Single-person household,,,,,,,,,,,,
2005,Thuringa,Couple without children,,,,,,,,,,,,
2005,Thuringa,Single parent,,,,,,,,,,,,
2005,Thuringa,Couple with children,,,,,,,,,,,,
2005,Thuringa,Multi-generational household,,,,,,,,,,,,
2005,Thuringa,Other Combinations,,,,,,,,,,,,
2006,Schleswig-Holstein,Single-person household,,,,,,,,,,,,
2006,Schleswig-Holstein,Couple without children,,,,,,,,,,,,
2006,Schleswig-Holstein,Single parent,,,,,,,,,,,,
2006,Schleswig-Holstein,Couple with children,,,,,,,,,,,,
2006,Schleswig-Holstein,Multi-generational household,,,,,,,,,,,,
2006,Schleswig-Holstein,Other Combinations,,,,,,,,,,,,
2006,Hamburg,Single-person household,,,,,,,,,,,,
2006,Hamburg,Couple without children,,,,,,,,,,,,
2006,Hamburg,Single parent,,,,,,,,,,,,
2006,Hamburg,Couple with children,,,,,,,,,,,,
2006,Hamburg,Other Combinations,,,,,,,,,,,,
2006,Lower Saxony,Single-person household,,,,,,,,,,,,
2006,Lower Saxony,Couple without children,,,,,,,,,,,,
2006,Lower Saxony,Single parent,,,,,,,,,,,,
2006,Lower Saxony,Couple with children,,,,,,,,,,,,
2006,Lower Saxony,Multi-generational household,,,,,,,,,,,,
2006,Lower Saxony,Other Combinations,,,,,,,,,,,,
2006,Bremen,Single-person household,,,,,,,,,,,,
2006,Bremen,Couple without children,,,,,,,,,,,,
2006,Bremen,Single parent,,,,,,,,,,,,
2006,Bremen,Couple with children,,,,,,,,,,,,
2006,North Rhine-Westphalia,Single-person household,,,,,,,,,,,,
2006,North Rhine-Westphalia,Couple without children,,,,,,,,,,,,
2006,North Rhine-Westphalia,Single parent,,,,,,,,,,,,
2006,North Rhine-Westphalia,Couple with children,,,,,,,,,,,,
2006,North Rhine-Westphalia,Multi-generational household,,,,,,,,,,,,
2006,North Rhine-Westphalia,Other Combinations,,,,,,,,,,,,
2006,Hesse,Single-person household,,,,,,,,,,,,
2006,Hesse,Couple without children,,,,,,,,,,,,
2006,Hesse,Single parent,,,,,,,,,,,,
2006,Hesse,Couple with children,,,,,,,,,,,,
2006,Hesse,Multi-generational household,,,,,,,,,,,,
2006,Hesse,Other Combinations,,,,,,,,,,,,
2006,"Rhineland-Palatinate, Saarland",Single-person household,,,,,,,,,,,,
2006,"Rhineland-Palatinate, Saarland",Couple without children,,,,,,,,,,,,
2006,"Rhineland-Palatinate, Saarland",Single parent,,,,,,,,,,,,
2006,"Rhineland-Palatinate, Saarland",Couple with children,,,,,,,,,,,,
2006,"Rhineland-Palatinate, Saarland",Multi-generational household,,,,,,,,,,,,
2006,"Rhineland-Palatinate, Saarland",Other Combinations,,,,,,,,,,,,
2006,Baden-Wuerttemberg,Single-person household,,,,,,,,,,,,
2006,Baden-Wuerttemberg,Couple without children,,,,,,,,,,,,
2006,Baden-Wuerttemberg,Single parent,,,,,,,,,,,,
2006,Baden-Wuerttemberg,Couple with children,,,,,,,,,,,,
2006,Baden-Wuerttemberg,Multi-generational household,,,,,,,,,,,,
2006,Baden-Wuerttemberg,Other Combinations,,,,,,,,,,,,
2006,Bavaria,Single-person household,,,,,,,,,,,,
2006,Bavaria,Couple without children,,,,,,,,,,,,
2006,Bavaria,Single parent,,,,,,,,,,,,
2006,Bavaria,Couple with children,,,,,,,,,,,,
2006,Bavaria,Multi-generational household,,,,,,,,,,,,
2006,Bavaria,Other Combinations,,,,,,,,,,,,
2006,Berlin,Single-person household,,,,,,,,,,,,
2006,Berlin,Couple without children,,,,,,,,,,,,
2006,Berlin,Single parent,,,,,,,,,,,,
2006,Berlin,Couple with children,,,,,,,,,,,,
2006,Berlin,Multi-generational household,,,,,,,,,,,,
2006,Berlin,Other Combinations,,,,,,,,,,,,
2006,Brandenburg,Single-person household,,,,,,,,,,,,
2006,Brandenburg,Couple without children,,,,,,,,,,,,
2006,Brandenburg,Single parent,,,,,,,,,,,,
2006,Brandenburg,Couple with children,,,,,,,,,,,,
2006,Brandenburg,Multi-generational household,,,,,,,,,,,,
2006,Brandenburg,Other Combinations,,,,,,,,,,,,
2006,Mecklenburg-Western Pomerania,Single-person household,,,,,,,,,,,,
2006,Mecklenburg-Western Pomerania,Couple without children,,,,,,,,,,,,
2006,Mecklenburg-Western Pomerania,Single parent,,,,,,,,,,,,
2006,Mecklenburg-Western Pomerania,Couple with children,,,,,,,,,,,,
2006,Mecklenburg-Western Pomerania,Multi-generational household,,,,,,,,,,,,
2006,Mecklenburg-Western Pomerania,Other Combinations,,,,,,,,,,,,
2006,Saxony,Single-person household,,,,,,,,,,,,
2006,Saxony,Couple without children,,,,,,,,,,,,
2006,Saxony,Single parent,,,,,,,,,,,,
2006,Saxony,Couple with children,,,,,,,,,,,,
2006,Saxony,Multi-generational household,,,,,,,,,,,,
2006,Saxony,Other Combinations,,,,,,,,,,,,
2006,Saxony-Anhalt,Single-person household,,,,,,,,,,,,
2006,Saxony-Anhalt,Couple without children,,,,,,,,,,,,
2006,Saxony-Anhalt,Single parent,,,,,,,,,,,,
2006,Saxony-Anhalt,Couple with children,,,,,,,,,,,,
2006,Saxony-Anhalt,Multi-generational household,,,,,,,,,,,,
2006,Saxony-Anhalt,Other Combinations,,,,,,,,,,,,
2006,Thuringa,Single-person household,,,,,,,,,,,,
2006,Thuringa,Couple without children,,,,,,,,,,,,
2006,Thuringa,Single parent,,,,,,,,,,,,
2006,Thuringa,Couple with children,,,,,,,,,,,,
2006,Thuringa,Multi-generational household,,,,,,,,,,,,
2006,Thuringa,Other Combinations,,,,,,,,,,,,
2007,Schleswig-Holstein,Single-person household,,,,,,,,,,,,
2007,Schleswig-Holstein,Couple without children,,,,,,,,,,,,
2007,Schleswig-Holstein,Single parent,,,,,,,,,,,,
2007,Schleswig-Holstein,Couple with children,,,,,,,,,,,,
2007,Schleswig-Holstein,Multi-generational household,,,,,,,,,,,,
2007,Hamburg,Single-person household,,,,,,,,,,,,
2007,Hamburg,Couple without children,,,,,,,,,,,,
2007,Hamburg,Single parent,,,,,,,,,,,,
2007,Hamburg,Couple with children,,,,,,,,,,,,
2007,Hamburg,Other Combinations,,,,,,,,,,,,
2007,Lower Saxony,Single-person household,,,,,,,,,,,,
2007,Lower Saxony,Couple without children,,,,,,,,,,,,
2007,Lower Saxony,Single parent,,,,,,,,,,,,
2007,Lower Saxony,Couple with children,,,,,,,,,,,,
2007,Lower Saxony,Multi-generational household,,,,,,,,,,,,
2007,Lower Saxony,Other Combinations,,,,,,,,,,,,
2007,Bremen,Single-person household,,,,,,,,,,,,
2007,Bremen,Couple without children,,,,,,,,,,,,
2007,Bremen,Single parent,,,,,,,,,,,,
2007,Bremen,Couple with children,,,,,,,,,,,,
2007,North Rhine-Westphalia,Single-person household,,,,,,,,,,,,
2007,North Rhine-Westphalia,Couple without children,,,,,,,,,,,,
2007,North Rhine-Westphalia,Single parent,,,,,,,,,,,,
2007,North Rhine-Westphalia,Couple with children,,,,,,,,,,,,
2007,North Rhine-Westphalia,Multi-generational household,,,,,,,,,,,,
2007,North Rhine-Westphalia,Other Combinations,,,,,,,,,,,,
2007,Hesse,Single-person household,,,,,,,,,,,,
2007,Hesse,Couple without children,,,,,,,,,,,,
2007,Hesse,Single parent,,,,,,,,,,,,
2007,Hesse,Couple with children,,,,,,,,,,,,
2007,Hesse,Multi-generational household,,,,,,,,,,,,
2007,Hesse,Other Combinations,,,,,,,,,,,,
2007,"Rhineland-Palatinate, Saarland",Single-person household,,,,,,,,,,,,
2007,"Rhineland-Palatinate, Saarland",Couple without children,,,,,,,,,,,,
2007,"Rhineland-Palatinate, Saarland",Single parent,,,,,,,,,,,,
2007,"Rhineland-Palatinate, Saarland",Couple with children,,,,,,,,,,,,
2007,"Rhineland-Palatinate, Saarland",Multi-generational household,,,,,,,,,,,,
2007,"Rhineland-Palatinate, Saarland",Other Combinations,,,,,,,,,,,,
2007,Baden-Wuerttemberg,Single-person household,,,,,,,,,,,,
2007,Baden-Wuerttemberg,Couple without children,,,,,,,,,,,,
2007,Baden-Wuerttemberg,Single parent,,,,,,,,,,,,
2007,Baden-Wuerttemberg,Couple with children,,,,,,,,,,,,
2007,Baden-Wuerttemberg,Multi-generational household,,,,,,,,,,,,
2007,Baden-Wuerttemberg,Other Combinations,,,,,,,,,,,,
2007,Bavaria,Single-person household,,,,,,,,,,,,
2007,Bavaria,Couple without children,,,,,,,,,,,,
2007,Bavaria,Single parent,,,,,,,,,,,,
2007,Bavaria,Couple with children,,,,,,,,,,,,
2007,Bavaria,Multi-generational household,,,,,,,,,,,,
2007,Bavaria,Other Combinations,,,,,,,,,,,,
2007,Berlin,Single-person household,,,,,,,,,,,,
2007,Berlin,Couple without children,,,,,,,,,,,,
2007,Berlin,Single parent,,,,,,,,,,,,
2007,Berlin,Couple with children,,,,,,,,,,,,
2007,Berlin,Multi-generational household,,,,,,,,,,,,
2007,Berlin,Other Combinations,,,,,,,,,,,,
2007,Brandenburg,Single-person household,,,,,,,,,,,,
2007,Brandenburg,Couple without children,,,,,,,,,,,,
2007,Brandenburg,Single parent,,,,,,,,,,,,
2007,Brandenburg,Couple with children,,,,,,,,,,,,
2007,Brandenburg,Multi-generational household,,,,,,,,,,,,
2007,Brandenburg,Other Combinations,,,,,,,,,,,,
2007,Mecklenburg-Western Pomerania,Single-person household,,,,,,,,,,,,
2007,Mecklenburg-Western Pomerania,Couple without children,,,,,,,,,,,,
2007,Mecklenburg-Western Pomerania,Single parent,,,,,,,,,,,,
2007,Mecklenburg-Western Pomerania,Couple with children,,,,,,,,,,,,
2007,Mecklenburg-Western Pomerania,Multi-generational household,,,,,,,,,,,,
2007,Mecklenburg-Western Pomerania,Other Combinations,,,,,,,,,,,,
2007,Saxony,Single-person household,,,,,,,,,,,,
2007,Saxony,Couple without children,,,,,,,,,,,,
2007,Saxony,Single parent,,,,,,,,,,,,
2007,Saxony,Couple with children,,,,,,,,,,,,
2007,Saxony,Multi-generational household,,,,,,,,,,,,
2007,Saxony,Other Combinations,,,,,,,,,,,,
2007,Saxony-Anhalt,Single-person household,,,,,,,,,,,,
2007,Saxony-Anhalt,Couple without children,,,,,,,,,,,,
2007,Saxony-Anhalt,Single parent,,,,,,,,,,,,
2007,Saxony-Anhalt,Couple with children,,,,,,,,,,,,
2007,Saxony-Anhalt,Multi-generational household,,,,,,,,,,,,
2007,Saxony-Anhalt,Other Combinations,,,,,,,,,,,,
2007,Thuringa,Single-person household,,,,,,,,,,,,
2007,Thuringa,Couple without children,,,,,,,,,,,,
2007,Thuringa,Single parent,,,,,,,,,,,,
2007,Thuringa,Couple with children,,,,,,,,,,,,
2007,Thuringa,Multi-generational household,,,,,,,,,,,,
2007,Thuringa,Other Combinations,,,,,,,,,,,,
2008,Schleswig-Holstein,Single-person household,,,,,,,,,,,,
2008,Schleswig-Holstein,Couple without children,,,,,,,,,,,,
2008,Schleswig-Holstein,Single parent,,,,,,,,,,,,
2008,Schleswig-Holstein,Couple with children,,,,,,,,,,,,
2008,Schleswig-Holstein,Multi-generational household,,,,,,,,,,,,
2008,Hamburg,Single-person household,,,,,,,,,,,,
2008,Hamburg,Couple without children,,,,,,,,,,,,
2008,Hamburg,Single parent,,,,,,,,,,,,
2008,Hamburg,Couple with children,,,,,,,,,,,,
2008,Hamburg,Other Combinations,,,,,,,,,,,,
2008,Lower Saxony,Single-person household,,,,,,,,,,,,
2008,Lower Saxony,Couple without children,,,,,,,,,,,,
2008,Lower Saxony,Single parent,,,,,,,,,,,,
2008,Lower Saxony,Couple with children,,,,,,,,,,,,
2008,Lower Saxony,Multi-generational household,,,,,,,,,,,,
2008,Lower Saxony,Other Combinations,,,,,,,,,,,,
2008,Bremen,Single-person household,,,,,,,,,,,,
2008,Bremen,Couple without children,,,,,,,,,,,,
2008,Bremen,Single parent,,,,,,,,,,,,
2008,Bremen,Couple with children,,,,,,,,,,,,
2008,North Rhine-Westphalia,Single-person household,,,,,,,,,,,,
2008,North Rhine-Westphalia,Couple without children,,,,,,,,,,,,
2008,North Rhine-Westphalia,Single parent,,,,,,,,,,,,
2008,North Rhine-Westphalia,Couple with children,,,,,,,,,,,,
2008,North Rhine-Westphalia,Multi-generational household,,,,,,,,,,,,
2008,North Rhine-Westphalia,Other Combinations,,,,,,,,,,,,
2008,Hesse,Single-person household,,,,,,,,,,,,
2008,Hesse,Couple without children,,,,,,,,,,,,
2008,Hesse,Single parent,,,,,,,,,,,,
2008,Hesse,Couple with children,,,,,,,,,,,,
2008,Hesse,Multi-generational household,,,,,,,,,,,,
2008,Hesse,Other Combinations,,,,,,,,,,,,
2008,"Rhineland-Palatinate, Saarland",Single-person household,,,,,,,,,,,,
2008,"Rhineland-Palatinate, Saarland",Couple without children,,,,,,,,,,,,
2008,"Rhineland-Palatinate, Saarland",Single parent,,,,,,,,,,,,
2008,"Rhineland-Palatinate, Saarland",Couple with children,,,,,,,,,,,,
2008,"Rhineland-Palatinate, Saarland",Multi-generational household,,,,,,,,,,,,
2008,"Rhineland-Palatinate, Saarland",Other Combinations,,,,,,,,,,,,
2008,Baden-Wuerttemberg,Single-person household,,,,,,,,,,,,
2008,Baden-Wuerttemberg,Couple without children,,,,,,,,,,,,
2008,Baden-Wuerttemberg,Single parent,,,,,,,,,,,,
2008,Baden-Wuerttemberg,Couple with children,,,,,,,,,,,,
2008,Baden-Wuerttemberg,Multi-generational household,,,,,,,,,,,,
2008,Baden-Wuerttemberg,Other Combinations,,,,,,,,,,,,
2008,Bavaria,Single-person household,,,,,,,,,,,,
2008,Bavaria,Couple without children,,,,,,,,,,,,
2008,Bavaria,Single parent,,,,,,,,,,,,
2008,Bavaria,Couple with children,,,,,,,,,,,,
2008,Bavaria,Multi-generational household,,,,,,,,,,,,
2008,Bavaria,Other Combinations,,,,,,,,,,,,
2008,Berlin,Single-person household,,,,,,,,,,,,
2008,Berlin,Couple without children,,,,,,,,,,,,
2008,Berlin,Single parent,,,,,,,,,,,,
2008,Berlin,Couple with children,,,,,,,,,,,,
2008,Berlin,Multi-generational household,,,,,,,,,,,,
2008,Berlin,Other Combinations,,,,,,,,,,,,
2008,Brandenburg,Single-person household,,,,,,,,,,,,
2008,Brandenburg,Couple without children,,,,,,,,,,,,
2008,Brandenburg,Single parent,,,,,,,,,,,,
2008,Brandenburg,Couple with children,,,,,,,,,,,,
2008,Brandenburg,Multi-generational household,,,,,,,,,,,,
2008,Brandenburg,Other Combinations,,,,,,,,,,,,
2008,Mecklenburg-Western Pomerania,Single-person household,,,,,,,,,,,,
2008,Mecklenburg-Western Pomerania,Couple without children,,,,,,,,,,,,
2008,Mecklenburg-Western Pomerania,Single parent,,,,,,,,,,,,
2008,Mecklenburg-Western Pomerania,Couple with children,,,,,,,,,,,,
2008,Mecklenburg-Western Pomerania,Multi-generational household,,,,,,,,,,,,
2008,Mecklenburg-Western Pomerania,Other Combinations,,,,,,,,,,,,
2008,Saxony,Single-person household,,,,,,,,,,,,
2008,Saxony,Couple without children,,,,,,,,,,,,
2008,Saxony,Single parent,,,,,,,,,,,,
2008,Saxony,Couple with children,,,,,,,,,,,,
2008,Saxony,Multi-generational household,,,,,,,,,,,,
2008,Saxony,Other Combinations,,,,,,,,,,,,
2008,Saxony-Anhalt,Single-person household,,,,,,,,,,,,
2008,Saxony-Anhalt,Couple without children,,,,,,,,,,,,
2008,Saxony-Anhalt,Single parent,,,,,,,,,,,,
2008,Saxony-Anhalt,Couple with children,,,,,,,,,,,,
2008,Saxony-Anhalt,Multi-generational household,,,,,,,,,,,,
2008,Saxony-Anhalt,Other Combinations,,,,,,,,,,,,
2008,Thuringa,Single-person household,,,,,,,,,,,,
2008,Thuringa,Couple without children,,,,,,,,,,,,
2008,Thuringa,Single parent,,,,,,,,,,,,
2008,Thuringa,Couple with children,,,,,,,,,,,,
2008,Thuringa,Multi-generational household,,,,,,,,,,,,
2008,Thuringa,Other Combinations,,,,,,,,,,,,
2009,Schleswig-Holstein,Single-person household,,,,,,,,,,,,
2009,Schleswig-Holstein,Couple without children,,,,,,,,,,,,
2009,Schleswig-Holstein,Single parent,,,,,,,,,,,,
2009,Schleswig-Holstein,Couple with children,,,,,,,,,,,,
2009,Schleswig-Holstein,Multi-generational household,,,,,,,,,,,,
2009,Hamburg,Single-person household,,,,,,,,,,,,
2009,Hamburg,Couple without children,,,,,,,,,,,,
2009,Hamburg,Single parent,,,,,,,,,,,,
2009,Hamburg,Couple with children,,,,,,,,,,,,
2009,Hamburg,Other Combinations,,,,,,,,,,,,
2009,Lower Saxony,Single-person household,,,,,,,,,,,,
2009,Lower Saxony,Couple without children,,,,,,,,,,,,
2009,Lower Saxony,Single parent,,,,,,,,,,,,
2009,Lower Saxony,Couple with children,,,,,,,,,,,,
2009,Lower Saxony,Multi-generational household,,,,,,,,,,,,
2009,Lower Saxony,Other Combinations,,,,,,,,,,,,
2009,Bremen,Single-person household,,,,,,,,,,,,
2009,Bremen,Couple without children,,,,,,,,,,,,
2009,Bremen,Single parent,,,,,,,,,,,,
2009,Bremen,Couple with children,,,,,,,,,,,,
2009,North Rhine-Westphalia,Single-person household,,,,,,,,,,,,
2009,North Rhine-Westphalia,Couple without children,,,,,,,,,,,,
2009,North Rhine-Westphalia,Single parent,,,,,,,,,,,,
2009,North Rhine-Westphalia,Couple with children,,,,,,,,,,,,
2009,North Rhine-Westphalia,Multi-generational household,,,,,,,,,,,,
2009,North Rhine-Westphalia,Other Combinations,,,,,,,,,,,,
2009,Hesse,Single-person household,,,,,,,,,,,,
2009,Hesse,Couple without children,,,,,,,,,,,,
2009,Hesse,Single parent,,,,,,,,,,,,
2009,Hesse,Couple with children,,,,,,,,,,,,
2009,Hesse,Multi-generational household,,,,,,,,,,,,
2009,Hesse,Other Combinations,,,,,,,,,,,,
2009,"Rhineland-Palatinate, Saarland",Single-person household,,,,,,,,,,,,
2009,"Rhineland-Palatinate, Saarland",Couple without children,,,,,,,,,,,,
2009,"Rhineland-Palatinate, Saarland",Single parent,,,,,,,,,,,,
2009,"Rhineland-Palatinate, Saarland",Couple with children,,,,,,,,,,,,
2009,"Rhineland-Palatinate, Saarland",Multi-generational household,,,,,,,,,,,,
2009,"Rhineland-Palatinate, Saarland",Other Combinations,,,,,,,,,,,,
2009,Baden-Wuerttemberg,Single-person household,,,,,,,,,,,,
2009,Baden-Wuerttemberg,Couple without children,,,,,,,,,,,,
2009,Baden-Wuerttemberg,Single parent,,,,,,,,,,,,
2009,Baden-Wuerttemberg,Couple with children,,,,,,,,,,,,
2009,Baden-Wuerttemberg,Multi-generational household,,,,,,,,,,,,
2009,Baden-Wuerttemberg,Other Combinations,,,,,,,,,,,,
2009,Bavaria,Single-person household,,,,,,,,,,,,
2009,Bavaria,Couple without children,,,,,,,,,,,,
2009,Bavaria,Single parent,,,,,,,,,,,,
2009,Bavaria,Couple with children,,,,,,,,,,,,
2009,Bavaria,Multi-generational household,,,,,,,,,,,,
2009,Bavaria,Other Combinations,,,,,,,,,,,,
2009,Berlin,Single-person household,,,,,,,,,,,,
2009,Berlin,Couple without children,,,,,,,,,,,,
2009,Berlin,Single parent,,,,,,,,,,,,
2009,Berlin,Couple with children,,,,,,,,,,,,
2009,Berlin,Multi-generational household,,,,,,,,,,,,
2009,Berlin,Other Combinations,,,,,,,,,,,,
2009,Brandenburg,Single-person household,,,,,,,,,,,,
2009,Brandenburg,Couple without children,,,,,,,,,,,,
2009,Brandenburg,Single parent,,,,,,,,,,,,
2009,Brandenburg,Couple with children,,,,,,,,,,,,
2009,Brandenburg,Multi-generational household,,,,,,,,,,,,
2009,Brandenburg,Other Combinations,,,,,,,,,,,,
2009,Mecklenburg-Western Pomerania,Single-person household,,,,,,,,,,,,
2009,Mecklenburg-Western Pomerania,Couple without children,,,,,,,,,,,,
2009,Mecklenburg-Western Pomerania,Single parent,,,,,,,,,,,,
2009,Mecklenburg-Western Pomerania,Couple with children,,,,,,,,,,,,
2009,Mecklenburg-Western Pomerania,Multi-generational household,,,,,,,,,,,,
2009,Saxony,Single-person household,,,,,,,,,,,,
2009,Saxony,Couple without children,,,,,,,,,,,,
2009,Saxony,Single parent,,,,,,,,,,,,
2009,Saxony,Couple with children,,,,,,,,,,,,
2009,Saxony,Multi-generational household,,,,,,,,,,,,
2009,Saxony,Other Combinations,,,,,,,,,,,,
2009,Saxony-Anhalt,Single-person household,,,,,,,,,,,,
2009,Saxony-Anhalt,Couple without children,,,,,,,,,,,,
2009,Saxony-Anhalt,Single parent,,,,,,,,,,,,
2009,Saxony-Anhalt,Couple with children,,,,,,,,,,,,
2009,Saxony-Anhalt,Multi-generational household,,,,,,,,,,,,
2009,Saxony-Anhalt,Other Combinations,,,,,,,,,,,,
2009,Thuringa,Single-person household,,,,,,,,,,,,
2009,Thuringa,Couple without children,,,,,,,,,,,,
2009,Thuringa,Single parent,,,,,,,,,,,,
2009,Thuringa,Couple with children,,,,,,,,,,,,
2009,Thuringa,Multi-generational household,,,,,,,,,,,,
2009,Thuringa,Other Combinations,,,,,,,,,,,,
2010,Schleswig-Holstein,Single-person household,,,,,,,,,,,,
2010,Schleswig-Holstein,Couple without children,,,,,,,,,,,,
2010,Schleswig-Holstein,Single parent,,,,,,,,,,,,
2010,Schleswig-Holstein,Couple with children,,,,,,,,,,,,
2010,Schleswig-Holstein,Multi-generational household,,,,,,,,,,,,
2010,Schleswig-Holstein,Other Combinations,,,,,,,,,,,,
2010,Hamburg,Single-person household,,,,,,,,,,,,
2010,Hamburg,Couple without children,,,,,,,,,,,,
2010,Hamburg,Single parent,,,,,,,,,,,,
2010,Hamburg,Couple with children,,,,,,,,,,,,
2010,Hamburg,Other Combinations,,,,,,,,,,,,
2010,Lower Saxony,Single-person household,,,,,,,,,,,,
2010,Lower Saxony,Couple without children,,,,,,,,,,,,
2010,Lower Saxony,Single parent,,,,,,,,,,,,
2010,Lower Saxony,Couple with children,,,,,,,,,,,,
2010,Lower Saxony,Multi-generational household,,,,,,,,,,,,
2010,Lower Saxony,Other Combinations,,,,,,,,,,,,
2010,Bremen,Single-person household,,,,,,,,,,,,
2010,Bremen,Couple without children,,,,,,,,,,,,
2010,Bremen,Single parent,,,,,,,,,,,,
2010,Bremen,Couple with children,,,,,,,,,,,,
2010,North Rhine-Westphalia,Single-person household,,,,,,,,,,,,
2010,North Rhine-Westphalia,Couple without children,,,,,,,,,,,,
2010,North Rhine-Westphalia,Single parent,,,,,,,,,,,,
2010,North Rhine-Westphalia,Couple with children,,,,,,,,,,,,
2010,North Rhine-Westphalia,Multi-generational household,,,,,,,,,,,,
2010,North Rhine-Westphalia,Other Combinations,,,,,,,,,,,,
2010,Hesse,Single-person household,,,,,,,,,,,,
2010,Hesse,Couple without children,,,,,,,,,,,,
2010,Hesse,Single parent,,,,,,,,,,,,
2010,Hesse,Couple with children,,,,,,,,,,,,
2010,Hesse,Multi-generational household,,,,,,,,,,,,
2010,Hesse,Other Combinations,,,,,,,,,,,,
2010,"Rhineland-Palatinate, Saarland",Single-person household,,,,,,,,,,,,
2010,"Rhineland-Palatinate, Saarland",Couple without children,,,,,,,,,,,,
2010,"Rhineland-Palatinate, Saarland",Single parent,,,,,,,,,,,,
2010,"Rhineland-Palatinate, Saarland",Couple with children,,,,,,,,,,,,
2010,"Rhineland-Palatinate, Saarland",Multi-generational household,,,,,,,,,,,,
2010,"Rhineland-Palatinate, Saarland",Other Combinations,,,,,,,,,,,,
2010,Baden-Wuerttemberg,Single-person household,,,,,,,,,,,,
2010,Baden-Wuerttemberg,Couple without children,,,,,,,,,,,,
2010,Baden-Wuerttemberg,Single parent,,,,,,,,,,,,
2010,Baden-Wuerttemberg,Couple with children,,,,,,,,,,,,
2010,Baden-Wuerttemberg,Multi-generational household,,,,,,,,,,,,
2010,Baden-Wuerttemberg,Other Combinations,,,,,,,,,,,,
2010,Bavaria,Single-person household,,,,,,,,,,,,
2010,Bavaria,Couple without children,,,,,,,,,,,,
2010,Bavaria,Single parent,,,,,,,,,,,,
2010,Bavaria,Couple with children,,,,,,,,,,,,
2010,Bavaria,Multi-generational household,,,,,,,,,,,,
2010,Bavaria,Other Combinations,,,,,,,,,,,,
2010,Berlin,Single-person household,,,,,,,,,,,,
2010,Berlin,Couple without children,,,,,,,,,,,,
2010,Berlin,Single parent,,,,,,,,,,,,
2010,Berlin,Couple with children,,,,,,,,,,,,
2010,Berlin,Multi-generational household,,,,,,,,,,,,
2010,Berlin,Other Combinations,,,,,,,,,,,,
2010,Brandenburg,Single-person household,,,,,,,,,,,,
2010,Brandenburg,Couple without children,,,,,,,,,,,,
2010,Brandenburg,Single parent,,,,,,,,,,,,
2010,Brandenburg,Couple with children,,,,,,,,,,,,
2010,Brandenburg,Multi-generational household,,,,,,,,,,,,
2010,Brandenburg,Other Combinations,,,,,,,,,,,,
2010,Mecklenburg-Western Pomerania,Single-person household,,,,,,,,,,,,
2010,Mecklenburg-Western Pomerania,Couple without children,,,,,,,,,,,,
2010,Mecklenburg-Western Pomerania,Single parent,,,,,,,,,,,,
2010,Mecklenburg-Western Pomerania,Couple with children,,,,,,,,,,,,
2010,Mecklenburg-Western Pomerania,Multi-generational household,,,,,,,,,,,,
2010,Mecklenburg-Western Pomerania,Other Combinations,,,,,,,,,,,,
2010,Saxony,Single-person household,,,,,,,,,,,,
2010,Saxony,Couple without children,,,,,,,,,,,,
2010,Saxony,Single parent,,,,,,,,,,,,
2010,Saxony,Couple with children,,,,,,,,,,,,
2010,Saxony,Multi-generational household,,,,,,,,,,,,
2010,Saxony,Other Combinations,,,,,,,,,,,,
