"pli0083","year","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Täglich","2003","Schleswig-Holstein","549","0.845134226001625","0.817658350164583","0.872610101838667"
"Täglich","2003","Hamburg","244","0.851443750576779","0.810720941789467","0.89216655936409"
"Täglich","2003","Niedersachsen","1620","0.86512315739734","0.849759547451835","0.880486767342846"
"Täglich","2003","Bremen","153","0.894124242309595","0.848142961090745","0.940105523528445"
"Täglich","2003","Nordrhein-Westfalen","4078","0.87964551953384","0.870298498347233","0.888992540720446"
"Täglich","2003","Hessen","1273","0.858145247856182","0.840459238914704","0.875831256797661"
"Täglich","2003","Rheinland-Pfalz,Saarland","1199","0.899868527889579","0.883850208521103","0.915886847258055"
"Täglich","2003","Baden-Württemberg","2279","0.863372070023266","0.850354313892732","0.876389826153801"
"Täglich","2003","Bayern","2569","0.839337562858944","0.826431511126834","0.852243614591054"
"Täglich","2003","Saarland","","","",""
"Täglich","2003","Berlin","690","0.830254535501385","0.804575350841183","0.855933720161587"
"Täglich","2003","Brandenburg","836","0.890760743463357","0.870830014570045","0.910691472356669"
"Täglich","2003","Mecklenburg-Vorpommern","459","0.898268964827304","0.872386098052387","0.924151831602222"
"Täglich","2003","Sachsen","1393","0.87208213580882","0.855752201130039","0.888412070487601"
"Täglich","2003","Sachsen-Anhalt","853","0.930123580145469","0.913756327548897","0.946490832742042"
"Täglich","2003","Thüringen","847","0.903951150112862","0.885213943158426","0.922688357067298"
"Min 1x pro Woche","2003","Schleswig-Holstein","87","0.0992027805747357","0.076499614945204","0.121905946204267"
"Min 1x pro Woche","2003","Hamburg","35","0.1167810178597","0.0800075483978453","0.153554487321555"
"Min 1x pro Woche","2003","Niedersachsen","191","0.0947282104216143","0.0815573311611237","0.107899089682105"
"Min 1x pro Woche","2003","Bremen","7","","",""
"Min 1x pro Woche","2003","Nordrhein-Westfalen","446","0.0894667606433735","0.0812676450908301","0.0976658761959168"
"Min 1x pro Woche","2003","Hessen","163","0.103227744565075","0.0878048178244885","0.118650671305662"
"Min 1x pro Woche","2003","Rheinland-Pfalz,Saarland","100","0.0654082578165075","0.0522144736077159","0.078602042025299"
"Min 1x pro Woche","2003","Baden-Württemberg","290","0.0967111581505541","0.0855085536349773","0.107913762666131"
"Min 1x pro Woche","2003","Bayern","390","0.107705810274001","0.0968104525175967","0.118601168030406"
"Min 1x pro Woche","2003","Saarland","","","",""
"Min 1x pro Woche","2003","Berlin","75","0.0869262436667404","0.0676552149253302","0.106197272408151"
"Min 1x pro Woche","2003","Brandenburg","71","0.0718737226779291","0.0553715212658323","0.088375924090026"
"Min 1x pro Woche","2003","Mecklenburg-Vorpommern","47","0.0804330669934754","0.0571472524075471","0.103718881579404"
"Min 1x pro Woche","2003","Sachsen","164","0.0928496975024865","0.0786601017148499","0.107039293290123"
"Min 1x pro Woche","2003","Sachsen-Anhalt","54","0.0417374632090853","0.028898042951297","0.0545768834668736"
"Min 1x pro Woche","2003","Thüringen","62","0.0590401060626218","0.0440520465304763","0.0740281655947673"
"Min 1x pro Monat","2003","Schleswig-Holstein","11","","",""
"Min 1x pro Monat","2003","Hamburg","3","","",""
"Min 1x pro Monat","2003","Niedersachsen","22","","",""
"Min 1x pro Monat","2003","Bremen","1","","",""
"Min 1x pro Monat","2003","Nordrhein-Westfalen","39","0.0107904741955962","0.00782255099641073","0.0137583973947817"
"Min 1x pro Monat","2003","Hessen","11","","",""
"Min 1x pro Monat","2003","Rheinland-Pfalz,Saarland","19","","",""
"Min 1x pro Monat","2003","Baden-Württemberg","24","","",""
"Min 1x pro Monat","2003","Bayern","23","","",""
"Min 1x pro Monat","2003","Saarland","","","",""
"Min 1x pro Monat","2003","Berlin","14","","",""
"Min 1x pro Monat","2003","Brandenburg","10","","",""
"Min 1x pro Monat","2003","Mecklenburg-Vorpommern","7","","",""
"Min 1x pro Monat","2003","Sachsen","7","","",""
"Min 1x pro Monat","2003","Sachsen-Anhalt","5","","",""
"Min 1x pro Monat","2003","Thüringen","11","","",""
"Seltener","2003","Schleswig-Holstein","11","","",""
"Seltener","2003","Hamburg","3","","",""
"Seltener","2003","Niedersachsen","36","0.0195004854403123","0.0132813214095411","0.0257196494710835"
"Seltener","2003","Bremen","5","","",""
"Seltener","2003","Nordrhein-Westfalen","58","0.0113126749827657","0.008274586722131","0.0143507632434004"
"Seltener","2003","Hessen","30","0.0139285240874261","0.00798787030706628","0.0198691778677859"
"Seltener","2003","Rheinland-Pfalz,Saarland","19","","",""
"Seltener","2003","Baden-Württemberg","49","0.0168534055281461","0.0119745229644435","0.0217322880918486"
"Seltener","2003","Bayern","67","0.0234442702001122","0.0181264362563018","0.0287621041439226"
"Seltener","2003","Saarland","","","",""
"Seltener","2003","Berlin","25","","",""
"Seltener","2003","Brandenburg","14","","",""
"Seltener","2003","Mecklenburg-Vorpommern","9","","",""
"Seltener","2003","Sachsen","30","0.018655155053568","0.0120398419093319","0.0252704681978042"
"Seltener","2003","Sachsen-Anhalt","14","","",""
"Seltener","2003","Thüringen","22","","",""
"Nie","2003","Schleswig-Holstein","8","","",""
"Nie","2003","Hamburg","8","","",""
"Nie","2003","Niedersachsen","30","0.00913658086269195","0.00485716632730839","0.0134159953980755"
"Nie","2003","Bremen","6","","",""
"Nie","2003","Nordrhein-Westfalen","34","0.0087845706444249","0.00610396736188573","0.0114651739269641"
"Nie","2003","Hessen","18","","",""
"Nie","2003","Rheinland-Pfalz,Saarland","12","","",""
"Nie","2003","Baden-Württemberg","32","0.0155945680672788","0.0108984277433398","0.0202907083912178"
"Nie","2003","Bayern","61","0.0238453975235964","0.0184833645158689","0.0292074305313239"
"Nie","2003","Saarland","","","",""
"Nie","2003","Berlin","17","","",""
"Nie","2003","Brandenburg","10","","",""
"Nie","2003","Mecklenburg-Vorpommern","2","","",""
"Nie","2003","Sachsen","13","","",""
"Nie","2003","Sachsen-Anhalt","6","","",""
"Nie","2003","Thüringen","8","","",""
"Täglich","2004","Schleswig-Holstein","","","",""
"Täglich","2004","Hamburg","","","",""
"Täglich","2004","Niedersachsen","","","",""
"Täglich","2004","Bremen","","","",""
"Täglich","2004","Nordrhein-Westfalen","","","",""
"Täglich","2004","Hessen","","","",""
"Täglich","2004","Rheinland-Pfalz,Saarland","","","",""
"Täglich","2004","Baden-Württemberg","","","",""
"Täglich","2004","Bayern","","","",""
"Täglich","2004","Saarland","","","",""
"Täglich","2004","Berlin","","","",""
"Täglich","2004","Brandenburg","","","",""
"Täglich","2004","Mecklenburg-Vorpommern","","","",""
"Täglich","2004","Sachsen","","","",""
"Täglich","2004","Sachsen-Anhalt","","","",""
"Täglich","2004","Thüringen","","","",""
"Min 1x pro Woche","2004","Schleswig-Holstein","","","",""
"Min 1x pro Woche","2004","Hamburg","","","",""
"Min 1x pro Woche","2004","Niedersachsen","","","",""
"Min 1x pro Woche","2004","Bremen","","","",""
"Min 1x pro Woche","2004","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","2004","Hessen","","","",""
"Min 1x pro Woche","2004","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","2004","Baden-Württemberg","","","",""
"Min 1x pro Woche","2004","Bayern","","","",""
"Min 1x pro Woche","2004","Saarland","","","",""
"Min 1x pro Woche","2004","Berlin","","","",""
"Min 1x pro Woche","2004","Brandenburg","","","",""
"Min 1x pro Woche","2004","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","2004","Sachsen","","","",""
"Min 1x pro Woche","2004","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","2004","Thüringen","","","",""
"Min 1x pro Monat","2004","Schleswig-Holstein","","","",""
"Min 1x pro Monat","2004","Hamburg","","","",""
"Min 1x pro Monat","2004","Niedersachsen","","","",""
"Min 1x pro Monat","2004","Bremen","","","",""
"Min 1x pro Monat","2004","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","2004","Hessen","","","",""
"Min 1x pro Monat","2004","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","2004","Baden-Württemberg","","","",""
"Min 1x pro Monat","2004","Bayern","","","",""
"Min 1x pro Monat","2004","Saarland","","","",""
"Min 1x pro Monat","2004","Berlin","","","",""
"Min 1x pro Monat","2004","Brandenburg","","","",""
"Min 1x pro Monat","2004","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","2004","Sachsen","","","",""
"Min 1x pro Monat","2004","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","2004","Thüringen","","","",""
"Seltener","2004","Schleswig-Holstein","","","",""
"Seltener","2004","Hamburg","","","",""
"Seltener","2004","Niedersachsen","","","",""
"Seltener","2004","Bremen","","","",""
"Seltener","2004","Nordrhein-Westfalen","","","",""
"Seltener","2004","Hessen","","","",""
"Seltener","2004","Rheinland-Pfalz,Saarland","","","",""
"Seltener","2004","Baden-Württemberg","","","",""
"Seltener","2004","Bayern","","","",""
"Seltener","2004","Saarland","","","",""
"Seltener","2004","Berlin","","","",""
"Seltener","2004","Brandenburg","","","",""
"Seltener","2004","Mecklenburg-Vorpommern","","","",""
"Seltener","2004","Sachsen","","","",""
"Seltener","2004","Sachsen-Anhalt","","","",""
"Seltener","2004","Thüringen","","","",""
"Nie","2004","Schleswig-Holstein","","","",""
"Nie","2004","Hamburg","","","",""
"Nie","2004","Niedersachsen","","","",""
"Nie","2004","Bremen","","","",""
"Nie","2004","Nordrhein-Westfalen","","","",""
"Nie","2004","Hessen","","","",""
"Nie","2004","Rheinland-Pfalz,Saarland","","","",""
"Nie","2004","Baden-Württemberg","","","",""
"Nie","2004","Bayern","","","",""
"Nie","2004","Saarland","","","",""
"Nie","2004","Berlin","","","",""
"Nie","2004","Brandenburg","","","",""
"Nie","2004","Mecklenburg-Vorpommern","","","",""
"Nie","2004","Sachsen","","","",""
"Nie","2004","Sachsen-Anhalt","","","",""
"Nie","2004","Thüringen","","","",""
"Täglich","2005","Schleswig-Holstein","","","",""
"Täglich","2005","Hamburg","","","",""
"Täglich","2005","Niedersachsen","","","",""
"Täglich","2005","Bremen","","","",""
"Täglich","2005","Nordrhein-Westfalen","","","",""
"Täglich","2005","Hessen","","","",""
"Täglich","2005","Rheinland-Pfalz,Saarland","","","",""
"Täglich","2005","Baden-Württemberg","","","",""
"Täglich","2005","Bayern","","","",""
"Täglich","2005","Saarland","","","",""
"Täglich","2005","Berlin","","","",""
"Täglich","2005","Brandenburg","","","",""
"Täglich","2005","Mecklenburg-Vorpommern","","","",""
"Täglich","2005","Sachsen","","","",""
"Täglich","2005","Sachsen-Anhalt","","","",""
"Täglich","2005","Thüringen","","","",""
"Min 1x pro Woche","2005","Schleswig-Holstein","","","",""
"Min 1x pro Woche","2005","Hamburg","","","",""
"Min 1x pro Woche","2005","Niedersachsen","","","",""
"Min 1x pro Woche","2005","Bremen","","","",""
"Min 1x pro Woche","2005","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","2005","Hessen","","","",""
"Min 1x pro Woche","2005","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","2005","Baden-Württemberg","","","",""
"Min 1x pro Woche","2005","Bayern","","","",""
"Min 1x pro Woche","2005","Saarland","","","",""
"Min 1x pro Woche","2005","Berlin","","","",""
"Min 1x pro Woche","2005","Brandenburg","","","",""
"Min 1x pro Woche","2005","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","2005","Sachsen","","","",""
"Min 1x pro Woche","2005","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","2005","Thüringen","","","",""
"Min 1x pro Monat","2005","Schleswig-Holstein","","","",""
"Min 1x pro Monat","2005","Hamburg","","","",""
"Min 1x pro Monat","2005","Niedersachsen","","","",""
"Min 1x pro Monat","2005","Bremen","","","",""
"Min 1x pro Monat","2005","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","2005","Hessen","","","",""
"Min 1x pro Monat","2005","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","2005","Baden-Württemberg","","","",""
"Min 1x pro Monat","2005","Bayern","","","",""
"Min 1x pro Monat","2005","Saarland","","","",""
"Min 1x pro Monat","2005","Berlin","","","",""
"Min 1x pro Monat","2005","Brandenburg","","","",""
"Min 1x pro Monat","2005","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","2005","Sachsen","","","",""
"Min 1x pro Monat","2005","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","2005","Thüringen","","","",""
"Seltener","2005","Schleswig-Holstein","","","",""
"Seltener","2005","Hamburg","","","",""
"Seltener","2005","Niedersachsen","","","",""
"Seltener","2005","Bremen","","","",""
"Seltener","2005","Nordrhein-Westfalen","","","",""
"Seltener","2005","Hessen","","","",""
"Seltener","2005","Rheinland-Pfalz,Saarland","","","",""
"Seltener","2005","Baden-Württemberg","","","",""
"Seltener","2005","Bayern","","","",""
"Seltener","2005","Saarland","","","",""
"Seltener","2005","Berlin","","","",""
"Seltener","2005","Brandenburg","","","",""
"Seltener","2005","Mecklenburg-Vorpommern","","","",""
"Seltener","2005","Sachsen","","","",""
"Seltener","2005","Sachsen-Anhalt","","","",""
"Seltener","2005","Thüringen","","","",""
"Nie","2005","Schleswig-Holstein","","","",""
"Nie","2005","Hamburg","","","",""
"Nie","2005","Niedersachsen","","","",""
"Nie","2005","Bremen","","","",""
"Nie","2005","Nordrhein-Westfalen","","","",""
"Nie","2005","Hessen","","","",""
"Nie","2005","Rheinland-Pfalz,Saarland","","","",""
"Nie","2005","Baden-Württemberg","","","",""
"Nie","2005","Bayern","","","",""
"Nie","2005","Saarland","","","",""
"Nie","2005","Berlin","","","",""
"Nie","2005","Brandenburg","","","",""
"Nie","2005","Mecklenburg-Vorpommern","","","",""
"Nie","2005","Sachsen","","","",""
"Nie","2005","Sachsen-Anhalt","","","",""
"Nie","2005","Thüringen","","","",""
"Täglich","2006","Schleswig-Holstein","","","",""
"Täglich","2006","Hamburg","","","",""
"Täglich","2006","Niedersachsen","","","",""
"Täglich","2006","Bremen","","","",""
"Täglich","2006","Nordrhein-Westfalen","","","",""
"Täglich","2006","Hessen","","","",""
"Täglich","2006","Rheinland-Pfalz,Saarland","","","",""
"Täglich","2006","Baden-Württemberg","","","",""
"Täglich","2006","Bayern","","","",""
"Täglich","2006","Saarland","","","",""
"Täglich","2006","Berlin","","","",""
"Täglich","2006","Brandenburg","","","",""
"Täglich","2006","Mecklenburg-Vorpommern","","","",""
"Täglich","2006","Sachsen","","","",""
"Täglich","2006","Sachsen-Anhalt","","","",""
"Täglich","2006","Thüringen","","","",""
"Min 1x pro Woche","2006","Schleswig-Holstein","","","",""
"Min 1x pro Woche","2006","Hamburg","","","",""
"Min 1x pro Woche","2006","Niedersachsen","","","",""
"Min 1x pro Woche","2006","Bremen","","","",""
"Min 1x pro Woche","2006","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","2006","Hessen","","","",""
"Min 1x pro Woche","2006","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","2006","Baden-Württemberg","","","",""
"Min 1x pro Woche","2006","Bayern","","","",""
"Min 1x pro Woche","2006","Saarland","","","",""
"Min 1x pro Woche","2006","Berlin","","","",""
"Min 1x pro Woche","2006","Brandenburg","","","",""
"Min 1x pro Woche","2006","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","2006","Sachsen","","","",""
"Min 1x pro Woche","2006","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","2006","Thüringen","","","",""
"Min 1x pro Monat","2006","Schleswig-Holstein","","","",""
"Min 1x pro Monat","2006","Hamburg","","","",""
"Min 1x pro Monat","2006","Niedersachsen","","","",""
"Min 1x pro Monat","2006","Bremen","","","",""
"Min 1x pro Monat","2006","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","2006","Hessen","","","",""
"Min 1x pro Monat","2006","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","2006","Baden-Württemberg","","","",""
"Min 1x pro Monat","2006","Bayern","","","",""
"Min 1x pro Monat","2006","Saarland","","","",""
"Min 1x pro Monat","2006","Berlin","","","",""
"Min 1x pro Monat","2006","Brandenburg","","","",""
"Min 1x pro Monat","2006","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","2006","Sachsen","","","",""
"Min 1x pro Monat","2006","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","2006","Thüringen","","","",""
"Seltener","2006","Schleswig-Holstein","","","",""
"Seltener","2006","Hamburg","","","",""
"Seltener","2006","Niedersachsen","","","",""
"Seltener","2006","Bremen","","","",""
"Seltener","2006","Nordrhein-Westfalen","","","",""
"Seltener","2006","Hessen","","","",""
"Seltener","2006","Rheinland-Pfalz,Saarland","","","",""
"Seltener","2006","Baden-Württemberg","","","",""
"Seltener","2006","Bayern","","","",""
"Seltener","2006","Saarland","","","",""
"Seltener","2006","Berlin","","","",""
"Seltener","2006","Brandenburg","","","",""
"Seltener","2006","Mecklenburg-Vorpommern","","","",""
"Seltener","2006","Sachsen","","","",""
"Seltener","2006","Sachsen-Anhalt","","","",""
"Seltener","2006","Thüringen","","","",""
"Nie","2006","Schleswig-Holstein","","","",""
"Nie","2006","Hamburg","","","",""
"Nie","2006","Niedersachsen","","","",""
"Nie","2006","Bremen","","","",""
"Nie","2006","Nordrhein-Westfalen","","","",""
"Nie","2006","Hessen","","","",""
"Nie","2006","Rheinland-Pfalz,Saarland","","","",""
"Nie","2006","Baden-Württemberg","","","",""
"Nie","2006","Bayern","","","",""
"Nie","2006","Saarland","","","",""
"Nie","2006","Berlin","","","",""
"Nie","2006","Brandenburg","","","",""
"Nie","2006","Mecklenburg-Vorpommern","","","",""
"Nie","2006","Sachsen","","","",""
"Nie","2006","Sachsen-Anhalt","","","",""
"Nie","2006","Thüringen","","","",""
"Täglich","2007","Schleswig-Holstein","","","",""
"Täglich","2007","Hamburg","","","",""
"Täglich","2007","Niedersachsen","","","",""
"Täglich","2007","Bremen","","","",""
"Täglich","2007","Nordrhein-Westfalen","","","",""
"Täglich","2007","Hessen","","","",""
"Täglich","2007","Rheinland-Pfalz,Saarland","","","",""
"Täglich","2007","Baden-Württemberg","","","",""
"Täglich","2007","Bayern","","","",""
"Täglich","2007","Saarland","","","",""
"Täglich","2007","Berlin","","","",""
"Täglich","2007","Brandenburg","","","",""
"Täglich","2007","Mecklenburg-Vorpommern","","","",""
"Täglich","2007","Sachsen","","","",""
"Täglich","2007","Sachsen-Anhalt","","","",""
"Täglich","2007","Thüringen","","","",""
"Min 1x pro Woche","2007","Schleswig-Holstein","","","",""
"Min 1x pro Woche","2007","Hamburg","","","",""
"Min 1x pro Woche","2007","Niedersachsen","","","",""
"Min 1x pro Woche","2007","Bremen","","","",""
"Min 1x pro Woche","2007","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","2007","Hessen","","","",""
"Min 1x pro Woche","2007","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","2007","Baden-Württemberg","","","",""
"Min 1x pro Woche","2007","Bayern","","","",""
"Min 1x pro Woche","2007","Saarland","","","",""
"Min 1x pro Woche","2007","Berlin","","","",""
"Min 1x pro Woche","2007","Brandenburg","","","",""
"Min 1x pro Woche","2007","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","2007","Sachsen","","","",""
"Min 1x pro Woche","2007","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","2007","Thüringen","","","",""
"Min 1x pro Monat","2007","Schleswig-Holstein","","","",""
"Min 1x pro Monat","2007","Hamburg","","","",""
"Min 1x pro Monat","2007","Niedersachsen","","","",""
"Min 1x pro Monat","2007","Bremen","","","",""
"Min 1x pro Monat","2007","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","2007","Hessen","","","",""
"Min 1x pro Monat","2007","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","2007","Baden-Württemberg","","","",""
"Min 1x pro Monat","2007","Bayern","","","",""
"Min 1x pro Monat","2007","Saarland","","","",""
"Min 1x pro Monat","2007","Berlin","","","",""
"Min 1x pro Monat","2007","Brandenburg","","","",""
"Min 1x pro Monat","2007","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","2007","Sachsen","","","",""
"Min 1x pro Monat","2007","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","2007","Thüringen","","","",""
"Seltener","2007","Schleswig-Holstein","","","",""
"Seltener","2007","Hamburg","","","",""
"Seltener","2007","Niedersachsen","","","",""
"Seltener","2007","Bremen","","","",""
"Seltener","2007","Nordrhein-Westfalen","","","",""
"Seltener","2007","Hessen","","","",""
"Seltener","2007","Rheinland-Pfalz,Saarland","","","",""
"Seltener","2007","Baden-Württemberg","","","",""
"Seltener","2007","Bayern","","","",""
"Seltener","2007","Saarland","","","",""
"Seltener","2007","Berlin","","","",""
"Seltener","2007","Brandenburg","","","",""
"Seltener","2007","Mecklenburg-Vorpommern","","","",""
"Seltener","2007","Sachsen","","","",""
"Seltener","2007","Sachsen-Anhalt","","","",""
"Seltener","2007","Thüringen","","","",""
"Nie","2007","Schleswig-Holstein","","","",""
"Nie","2007","Hamburg","","","",""
"Nie","2007","Niedersachsen","","","",""
"Nie","2007","Bremen","","","",""
"Nie","2007","Nordrhein-Westfalen","","","",""
"Nie","2007","Hessen","","","",""
"Nie","2007","Rheinland-Pfalz,Saarland","","","",""
"Nie","2007","Baden-Württemberg","","","",""
"Nie","2007","Bayern","","","",""
"Nie","2007","Saarland","","","",""
"Nie","2007","Berlin","","","",""
"Nie","2007","Brandenburg","","","",""
"Nie","2007","Mecklenburg-Vorpommern","","","",""
"Nie","2007","Sachsen","","","",""
"Nie","2007","Sachsen-Anhalt","","","",""
"Nie","2007","Thüringen","","","",""
"Täglich","2008","Schleswig-Holstein","439","0.777422684954809","0.742626552694768","0.812218817214849"
"Täglich","2008","Hamburg","233","0.843854310051036","0.801184134459008","0.886524485643064"
"Täglich","2008","Niedersachsen","1480","0.856798305860313","0.840306728848645","0.873289882871981"
"Täglich","2008","Bremen","114","0.841947638412117","0.780863163683818","0.903032113140416"
"Täglich","2008","Nordrhein-Westfalen","3327","0.846685498047","0.835411145374093","0.857959850719906"
"Täglich","2008","Hessen","1053","0.795465704781844","0.773639663461738","0.817291746101951"
"Täglich","2008","Rheinland-Pfalz,Saarland","949","0.872336081051603","0.852561129235526","0.89211103286768"
"Täglich","2008","Baden-Württemberg","1978","0.853155976257068","0.838839326465695","0.86747262604844"
"Täglich","2008","Bayern","2213","0.815944532446786","0.801455332463563","0.830433732430009"
"Täglich","2008","Saarland","","","",""
"Täglich","2008","Berlin","535","0.750635761102698","0.719033834931959","0.782237687273438"
"Täglich","2008","Brandenburg","704","0.852718466824068","0.82849205114305","0.876944882505086"
"Täglich","2008","Mecklenburg-Vorpommern","427","0.899263212944281","0.872449134744604","0.926077291143959"
"Täglich","2008","Sachsen","1190","0.82927818299622","0.809776382718568","0.848779983273873"
"Täglich","2008","Sachsen-Anhalt","716","0.893073352569848","0.87179234813397","0.914354357005726"
"Täglich","2008","Thüringen","728","0.842433379135703","0.818181888606499","0.866684869664906"
"Min 1x pro Woche","2008","Schleswig-Holstein","85","0.150648241808436","0.120726439614715","0.180570044002157"
"Min 1x pro Woche","2008","Hamburg","33","0.131781717284471","0.0920197615197191","0.171543673049223"
"Min 1x pro Woche","2008","Niedersachsen","173","0.0955867975151053","0.0817437658552854","0.109429829174925"
"Min 1x pro Woche","2008","Bremen","16","","",""
"Min 1x pro Woche","2008","Nordrhein-Westfalen","430","0.107353042107486","0.0976661161666372","0.117039968048335"
"Min 1x pro Woche","2008","Hessen","200","0.160185945288047","0.140339398745639","0.180032491830454"
"Min 1x pro Woche","2008","Rheinland-Pfalz,Saarland","101","0.0980554150162454","0.0804330111993131","0.115677818833178"
"Min 1x pro Woche","2008","Baden-Württemberg","258","0.0932963699737816","0.0815321240353117","0.105060615912252"
"Min 1x pro Woche","2008","Bayern","378","0.127000635296847","0.11455120043048","0.139450070163214"
"Min 1x pro Woche","2008","Saarland","","","",""
"Min 1x pro Woche","2008","Berlin","132","0.188848850920451","0.160260446970042","0.217437254870861"
"Min 1x pro Woche","2008","Brandenburg","76","0.0887571266421883","0.0693155773053504","0.108198675979026"
"Min 1x pro Woche","2008","Mecklenburg-Vorpommern","41","0.0700539612857446","0.0473149994058041","0.092792923165685"
"Min 1x pro Woche","2008","Sachsen","163","0.103504266555722","0.0877160413750208","0.119292491736423"
"Min 1x pro Woche","2008","Sachsen-Anhalt","63","0.0711968544661793","0.053487700097955","0.0889060088344036"
"Min 1x pro Woche","2008","Thüringen","96","0.103399862740895","0.0831324681056426","0.123667257376148"
"Min 1x pro Monat","2008","Schleswig-Holstein","6","","",""
"Min 1x pro Monat","2008","Hamburg","3","","",""
"Min 1x pro Monat","2008","Niedersachsen","21","","",""
"Min 1x pro Monat","2008","Bremen","","","",""
"Min 1x pro Monat","2008","Nordrhein-Westfalen","51","0.012708375820525","0.00920322517409953","0.0162135264669504"
"Min 1x pro Monat","2008","Hessen","17","","",""
"Min 1x pro Monat","2008","Rheinland-Pfalz,Saarland","10","","",""
"Min 1x pro Monat","2008","Baden-Württemberg","27","","",""
"Min 1x pro Monat","2008","Bayern","46","0.0146536625383206","0.0101609640534323","0.0191463610232089"
"Min 1x pro Monat","2008","Saarland","","","",""
"Min 1x pro Monat","2008","Berlin","25","","",""
"Min 1x pro Monat","2008","Brandenburg","12","","",""
"Min 1x pro Monat","2008","Mecklenburg-Vorpommern","5","","",""
"Min 1x pro Monat","2008","Sachsen","23","","",""
"Min 1x pro Monat","2008","Sachsen-Anhalt","11","","",""
"Min 1x pro Monat","2008","Thüringen","14","","",""
"Seltener","2008","Schleswig-Holstein","12","","",""
"Seltener","2008","Hamburg","6","","",""
"Seltener","2008","Niedersachsen","35","0.0234985772592149","0.0163666643032736","0.0306304902151561"
"Seltener","2008","Bremen","5","","",""
"Seltener","2008","Nordrhein-Westfalen","75","0.0205385487378479","0.0161002402237173","0.0249768572519784"
"Seltener","2008","Hessen","27","","",""
"Seltener","2008","Rheinland-Pfalz,Saarland","25","","",""
"Seltener","2008","Baden-Württemberg","55","0.0248191113840726","0.0185264443915808","0.0311117783765644"
"Seltener","2008","Bayern","75","0.0278018140647249","0.0216549487506208","0.033948679378829"
"Seltener","2008","Saarland","","","",""
"Seltener","2008","Berlin","21","","",""
"Seltener","2008","Brandenburg","19","","",""
"Seltener","2008","Mecklenburg-Vorpommern","8","","",""
"Seltener","2008","Sachsen","37","0.0205267403570994","0.0131776030980217","0.027875877616177"
"Seltener","2008","Sachsen-Anhalt","16","","",""
"Seltener","2008","Thüringen","20","","",""
"Nie","2008","Schleswig-Holstein","7","","",""
"Nie","2008","Hamburg","3","","",""
"Nie","2008","Niedersachsen","24","","",""
"Nie","2008","Bremen","2","","",""
"Nie","2008","Nordrhein-Westfalen","40","0.0127145352871414","0.00920854624595237","0.0162205243283304"
"Nie","2008","Hessen","15","","",""
"Nie","2008","Rheinland-Pfalz,Saarland","9","","",""
"Nie","2008","Baden-Württemberg","30","0.0163433461637835","0.0112148350441958","0.0214718572833713"
"Nie","2008","Bayern","36","0.0145993556533215","0.0101148663542379","0.0190838449524051"
"Nie","2008","Saarland","","","",""
"Nie","2008","Berlin","7","","",""
"Nie","2008","Brandenburg","11","","",""
"Nie","2008","Mecklenburg-Vorpommern","3","","",""
"Nie","2008","Sachsen","17","","",""
"Nie","2008","Sachsen-Anhalt","4","","",""
"Nie","2008","Thüringen","9","","",""
"Täglich","2009","Schleswig-Holstein","","","",""
"Täglich","2009","Hamburg","","","",""
"Täglich","2009","Niedersachsen","","","",""
"Täglich","2009","Bremen","","","",""
"Täglich","2009","Nordrhein-Westfalen","","","",""
"Täglich","2009","Hessen","","","",""
"Täglich","2009","Rheinland-Pfalz,Saarland","","","",""
