"pli0080","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Monat","2006","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","2006","(Fach-)Abitur","Sachsen","","","",""
"Min 1x pro Monat","2006","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","2006","(Fach-)Abitur","Thueringen","","","",""
"Min 1x pro Monat","2006","AkademikerIn","Schleswig-Holstein","","","",""
"Min 1x pro Monat","2006","AkademikerIn","Hamburg","","","",""
"Min 1x pro Monat","2006","AkademikerIn","Niedersachsen","","","",""
"Min 1x pro Monat","2006","AkademikerIn","Bremen","","","",""
"Min 1x pro Monat","2006","AkademikerIn","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","2006","AkademikerIn","Hessen","","","",""
"Min 1x pro Monat","2006","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","2006","AkademikerIn","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","2006","AkademikerIn","Bayern","","","",""
"Min 1x pro Monat","2006","AkademikerIn","Saarland","","","",""
"Min 1x pro Monat","2006","AkademikerIn","Berlin","","","",""
"Min 1x pro Monat","2006","AkademikerIn","Brandenburg","","","",""
"Min 1x pro Monat","2006","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","2006","AkademikerIn","Sachsen","","","",""
"Min 1x pro Monat","2006","AkademikerIn","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","2006","AkademikerIn","Thueringen","","","",""
"Seltener","2006","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Seltener","2006","(noch) kein Abschluss","Hamburg","","","",""
"Seltener","2006","(noch) kein Abschluss","Niedersachsen","","","",""
"Seltener","2006","(noch) kein Abschluss","Bremen","","","",""
"Seltener","2006","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Seltener","2006","(noch) kein Abschluss","Hessen","","","",""
"Seltener","2006","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Seltener","2006","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Seltener","2006","(noch) kein Abschluss","Bayern","","","",""
"Seltener","2006","(noch) kein Abschluss","Saarland","","","",""
"Seltener","2006","(noch) kein Abschluss","Berlin","","","",""
"Seltener","2006","(noch) kein Abschluss","Brandenburg","","","",""
"Seltener","2006","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Seltener","2006","(noch) kein Abschluss","Sachsen","","","",""
"Seltener","2006","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Seltener","2006","(noch) kein Abschluss","Thueringen","","","",""
"Seltener","2006","Hauptschule","Schleswig-Holstein","","","",""
"Seltener","2006","Hauptschule","Hamburg","","","",""
"Seltener","2006","Hauptschule","Niedersachsen","","","",""
"Seltener","2006","Hauptschule","Bremen","","","",""
"Seltener","2006","Hauptschule","Nordrhein-Westfalen","","","",""
"Seltener","2006","Hauptschule","Hessen","","","",""
"Seltener","2006","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Seltener","2006","Hauptschule","Baden-Wuerttemberg","","","",""
"Seltener","2006","Hauptschule","Bayern","","","",""
"Seltener","2006","Hauptschule","Saarland","","","",""
"Seltener","2006","Hauptschule","Berlin","","","",""
"Seltener","2006","Hauptschule","Brandenburg","","","",""
"Seltener","2006","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Seltener","2006","Hauptschule","Sachsen","","","",""
"Seltener","2006","Hauptschule","Sachsen-Anhalt","","","",""
"Seltener","2006","Hauptschule","Thueringen","","","",""
"Seltener","2006","Realschule","Schleswig-Holstein","","","",""
"Seltener","2006","Realschule","Hamburg","","","",""
"Seltener","2006","Realschule","Niedersachsen","","","",""
"Seltener","2006","Realschule","Bremen","","","",""
"Seltener","2006","Realschule","Nordrhein-Westfalen","","","",""
"Seltener","2006","Realschule","Hessen","","","",""
"Seltener","2006","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Seltener","2006","Realschule","Baden-Wuerttemberg","","","",""
"Seltener","2006","Realschule","Bayern","","","",""
"Seltener","2006","Realschule","Saarland","","","",""
"Seltener","2006","Realschule","Berlin","","","",""
"Seltener","2006","Realschule","Brandenburg","","","",""
"Seltener","2006","Realschule","Mecklenburg-Vorpommern","","","",""
"Seltener","2006","Realschule","Sachsen","","","",""
"Seltener","2006","Realschule","Sachsen-Anhalt","","","",""
"Seltener","2006","Realschule","Thueringen","","","",""
"Seltener","2006","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Seltener","2006","(Fach-)Abitur","Hamburg","","","",""
"Seltener","2006","(Fach-)Abitur","Niedersachsen","","","",""
"Seltener","2006","(Fach-)Abitur","Bremen","","","",""
"Seltener","2006","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Seltener","2006","(Fach-)Abitur","Hessen","","","",""
"Seltener","2006","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Seltener","2006","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Seltener","2006","(Fach-)Abitur","Bayern","","","",""
"Seltener","2006","(Fach-)Abitur","Saarland","","","",""
"Seltener","2006","(Fach-)Abitur","Berlin","","","",""
"Seltener","2006","(Fach-)Abitur","Brandenburg","","","",""
"Seltener","2006","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Seltener","2006","(Fach-)Abitur","Sachsen","","","",""
"Seltener","2006","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Seltener","2006","(Fach-)Abitur","Thueringen","","","",""
"Seltener","2006","AkademikerIn","Schleswig-Holstein","","","",""
"Seltener","2006","AkademikerIn","Hamburg","","","",""
"Seltener","2006","AkademikerIn","Niedersachsen","","","",""
"Seltener","2006","AkademikerIn","Bremen","","","",""
"Seltener","2006","AkademikerIn","Nordrhein-Westfalen","","","",""
"Seltener","2006","AkademikerIn","Hessen","","","",""
"Seltener","2006","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Seltener","2006","AkademikerIn","Baden-Wuerttemberg","","","",""
"Seltener","2006","AkademikerIn","Bayern","","","",""
"Seltener","2006","AkademikerIn","Saarland","","","",""
"Seltener","2006","AkademikerIn","Berlin","","","",""
"Seltener","2006","AkademikerIn","Brandenburg","","","",""
"Seltener","2006","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Seltener","2006","AkademikerIn","Sachsen","","","",""
"Seltener","2006","AkademikerIn","Sachsen-Anhalt","","","",""
"Seltener","2006","AkademikerIn","Thueringen","","","",""
"Nie","2006","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Nie","2006","(noch) kein Abschluss","Hamburg","","","",""
"Nie","2006","(noch) kein Abschluss","Niedersachsen","","","",""
"Nie","2006","(noch) kein Abschluss","Bremen","","","",""
"Nie","2006","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Nie","2006","(noch) kein Abschluss","Hessen","","","",""
"Nie","2006","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Nie","2006","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Nie","2006","(noch) kein Abschluss","Bayern","","","",""
"Nie","2006","(noch) kein Abschluss","Saarland","","","",""
"Nie","2006","(noch) kein Abschluss","Berlin","","","",""
"Nie","2006","(noch) kein Abschluss","Brandenburg","","","",""
"Nie","2006","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Nie","2006","(noch) kein Abschluss","Sachsen","","","",""
"Nie","2006","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Nie","2006","(noch) kein Abschluss","Thueringen","","","",""
"Nie","2006","Hauptschule","Schleswig-Holstein","","","",""
"Nie","2006","Hauptschule","Hamburg","","","",""
"Nie","2006","Hauptschule","Niedersachsen","","","",""
"Nie","2006","Hauptschule","Bremen","","","",""
"Nie","2006","Hauptschule","Nordrhein-Westfalen","","","",""
"Nie","2006","Hauptschule","Hessen","","","",""
"Nie","2006","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Nie","2006","Hauptschule","Baden-Wuerttemberg","","","",""
"Nie","2006","Hauptschule","Bayern","","","",""
"Nie","2006","Hauptschule","Saarland","","","",""
"Nie","2006","Hauptschule","Berlin","","","",""
"Nie","2006","Hauptschule","Brandenburg","","","",""
"Nie","2006","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Nie","2006","Hauptschule","Sachsen","","","",""
"Nie","2006","Hauptschule","Sachsen-Anhalt","","","",""
"Nie","2006","Hauptschule","Thueringen","","","",""
"Nie","2006","Realschule","Schleswig-Holstein","","","",""
"Nie","2006","Realschule","Hamburg","","","",""
"Nie","2006","Realschule","Niedersachsen","","","",""
"Nie","2006","Realschule","Bremen","","","",""
"Nie","2006","Realschule","Nordrhein-Westfalen","","","",""
"Nie","2006","Realschule","Hessen","","","",""
"Nie","2006","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Nie","2006","Realschule","Baden-Wuerttemberg","","","",""
"Nie","2006","Realschule","Bayern","","","",""
"Nie","2006","Realschule","Saarland","","","",""
"Nie","2006","Realschule","Berlin","","","",""
"Nie","2006","Realschule","Brandenburg","","","",""
"Nie","2006","Realschule","Mecklenburg-Vorpommern","","","",""
"Nie","2006","Realschule","Sachsen","","","",""
"Nie","2006","Realschule","Sachsen-Anhalt","","","",""
"Nie","2006","Realschule","Thueringen","","","",""
"Nie","2006","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Nie","2006","(Fach-)Abitur","Hamburg","","","",""
"Nie","2006","(Fach-)Abitur","Niedersachsen","","","",""
"Nie","2006","(Fach-)Abitur","Bremen","","","",""
"Nie","2006","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Nie","2006","(Fach-)Abitur","Hessen","","","",""
"Nie","2006","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Nie","2006","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Nie","2006","(Fach-)Abitur","Bayern","","","",""
"Nie","2006","(Fach-)Abitur","Saarland","","","",""
"Nie","2006","(Fach-)Abitur","Berlin","","","",""
"Nie","2006","(Fach-)Abitur","Brandenburg","","","",""
"Nie","2006","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Nie","2006","(Fach-)Abitur","Sachsen","","","",""
"Nie","2006","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Nie","2006","(Fach-)Abitur","Thueringen","","","",""
"Nie","2006","AkademikerIn","Schleswig-Holstein","","","",""
"Nie","2006","AkademikerIn","Hamburg","","","",""
"Nie","2006","AkademikerIn","Niedersachsen","","","",""
"Nie","2006","AkademikerIn","Bremen","","","",""
"Nie","2006","AkademikerIn","Nordrhein-Westfalen","","","",""
"Nie","2006","AkademikerIn","Hessen","","","",""
"Nie","2006","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Nie","2006","AkademikerIn","Baden-Wuerttemberg","","","",""
"Nie","2006","AkademikerIn","Bayern","","","",""
"Nie","2006","AkademikerIn","Saarland","","","",""
"Nie","2006","AkademikerIn","Berlin","","","",""
"Nie","2006","AkademikerIn","Brandenburg","","","",""
"Nie","2006","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Nie","2006","AkademikerIn","Sachsen","","","",""
"Nie","2006","AkademikerIn","Sachsen-Anhalt","","","",""
"Nie","2006","AkademikerIn","Thueringen","","","",""
"Taeglich","2007","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Taeglich","2007","(noch) kein Abschluss","Hamburg","","","",""
"Taeglich","2007","(noch) kein Abschluss","Niedersachsen","","","",""
"Taeglich","2007","(noch) kein Abschluss","Bremen","","","",""
"Taeglich","2007","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Taeglich","2007","(noch) kein Abschluss","Hessen","","","",""
"Taeglich","2007","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","2007","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Taeglich","2007","(noch) kein Abschluss","Bayern","","","",""
"Taeglich","2007","(noch) kein Abschluss","Saarland","","","",""
"Taeglich","2007","(noch) kein Abschluss","Berlin","","","",""
"Taeglich","2007","(noch) kein Abschluss","Brandenburg","","","",""
"Taeglich","2007","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Taeglich","2007","(noch) kein Abschluss","Sachsen","","","",""
"Taeglich","2007","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Taeglich","2007","(noch) kein Abschluss","Thueringen","","","",""
"Taeglich","2007","Hauptschule","Schleswig-Holstein","","","",""
"Taeglich","2007","Hauptschule","Hamburg","","","",""
"Taeglich","2007","Hauptschule","Niedersachsen","","","",""
"Taeglich","2007","Hauptschule","Bremen","","","",""
"Taeglich","2007","Hauptschule","Nordrhein-Westfalen","","","",""
"Taeglich","2007","Hauptschule","Hessen","","","",""
"Taeglich","2007","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","2007","Hauptschule","Baden-Wuerttemberg","","","",""
"Taeglich","2007","Hauptschule","Bayern","","","",""
"Taeglich","2007","Hauptschule","Saarland","","","",""
"Taeglich","2007","Hauptschule","Berlin","","","",""
"Taeglich","2007","Hauptschule","Brandenburg","","","",""
"Taeglich","2007","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Taeglich","2007","Hauptschule","Sachsen","","","",""
"Taeglich","2007","Hauptschule","Sachsen-Anhalt","","","",""
"Taeglich","2007","Hauptschule","Thueringen","","","",""
"Taeglich","2007","Realschule","Schleswig-Holstein","","","",""
"Taeglich","2007","Realschule","Hamburg","","","",""
"Taeglich","2007","Realschule","Niedersachsen","","","",""
"Taeglich","2007","Realschule","Bremen","","","",""
"Taeglich","2007","Realschule","Nordrhein-Westfalen","","","",""
"Taeglich","2007","Realschule","Hessen","","","",""
"Taeglich","2007","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","2007","Realschule","Baden-Wuerttemberg","","","",""
"Taeglich","2007","Realschule","Bayern","","","",""
"Taeglich","2007","Realschule","Saarland","","","",""
"Taeglich","2007","Realschule","Berlin","","","",""
"Taeglich","2007","Realschule","Brandenburg","","","",""
"Taeglich","2007","Realschule","Mecklenburg-Vorpommern","","","",""
"Taeglich","2007","Realschule","Sachsen","","","",""
"Taeglich","2007","Realschule","Sachsen-Anhalt","","","",""
"Taeglich","2007","Realschule","Thueringen","","","",""
"Taeglich","2007","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Taeglich","2007","(Fach-)Abitur","Hamburg","","","",""
"Taeglich","2007","(Fach-)Abitur","Niedersachsen","","","",""
"Taeglich","2007","(Fach-)Abitur","Bremen","","","",""
"Taeglich","2007","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Taeglich","2007","(Fach-)Abitur","Hessen","","","",""
"Taeglich","2007","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","2007","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Taeglich","2007","(Fach-)Abitur","Bayern","","","",""
"Taeglich","2007","(Fach-)Abitur","Saarland","","","",""
"Taeglich","2007","(Fach-)Abitur","Berlin","","","",""
"Taeglich","2007","(Fach-)Abitur","Brandenburg","","","",""
"Taeglich","2007","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Taeglich","2007","(Fach-)Abitur","Sachsen","","","",""
"Taeglich","2007","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Taeglich","2007","(Fach-)Abitur","Thueringen","","","",""
"Taeglich","2007","AkademikerIn","Schleswig-Holstein","","","",""
"Taeglich","2007","AkademikerIn","Hamburg","","","",""
"Taeglich","2007","AkademikerIn","Niedersachsen","","","",""
"Taeglich","2007","AkademikerIn","Bremen","","","",""
"Taeglich","2007","AkademikerIn","Nordrhein-Westfalen","","","",""
"Taeglich","2007","AkademikerIn","Hessen","","","",""
"Taeglich","2007","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","2007","AkademikerIn","Baden-Wuerttemberg","","","",""
"Taeglich","2007","AkademikerIn","Bayern","","","",""
"Taeglich","2007","AkademikerIn","Saarland","","","",""
"Taeglich","2007","AkademikerIn","Berlin","","","",""
"Taeglich","2007","AkademikerIn","Brandenburg","","","",""
"Taeglich","2007","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Taeglich","2007","AkademikerIn","Sachsen","","","",""
"Taeglich","2007","AkademikerIn","Sachsen-Anhalt","","","",""
"Taeglich","2007","AkademikerIn","Thueringen","","","",""
"Min 1x pro Woche","2007","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Min 1x pro Woche","2007","(noch) kein Abschluss","Hamburg","","","",""
"Min 1x pro Woche","2007","(noch) kein Abschluss","Niedersachsen","","","",""
"Min 1x pro Woche","2007","(noch) kein Abschluss","Bremen","","","",""
"Min 1x pro Woche","2007","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","2007","(noch) kein Abschluss","Hessen","","","",""
"Min 1x pro Woche","2007","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","2007","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","2007","(noch) kein Abschluss","Bayern","","","",""
"Min 1x pro Woche","2007","(noch) kein Abschluss","Saarland","","","",""
"Min 1x pro Woche","2007","(noch) kein Abschluss","Berlin","","","",""
"Min 1x pro Woche","2007","(noch) kein Abschluss","Brandenburg","","","",""
"Min 1x pro Woche","2007","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","2007","(noch) kein Abschluss","Sachsen","","","",""
"Min 1x pro Woche","2007","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","2007","(noch) kein Abschluss","Thueringen","","","",""
"Min 1x pro Woche","2007","Hauptschule","Schleswig-Holstein","","","",""
"Min 1x pro Woche","2007","Hauptschule","Hamburg","","","",""
"Min 1x pro Woche","2007","Hauptschule","Niedersachsen","","","",""
"Min 1x pro Woche","2007","Hauptschule","Bremen","","","",""
"Min 1x pro Woche","2007","Hauptschule","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","2007","Hauptschule","Hessen","","","",""
"Min 1x pro Woche","2007","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","2007","Hauptschule","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","2007","Hauptschule","Bayern","","","",""
"Min 1x pro Woche","2007","Hauptschule","Saarland","","","",""
"Min 1x pro Woche","2007","Hauptschule","Berlin","","","",""
"Min 1x pro Woche","2007","Hauptschule","Brandenburg","","","",""
"Min 1x pro Woche","2007","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","2007","Hauptschule","Sachsen","","","",""
"Min 1x pro Woche","2007","Hauptschule","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","2007","Hauptschule","Thueringen","","","",""
"Min 1x pro Woche","2007","Realschule","Schleswig-Holstein","","","",""
"Min 1x pro Woche","2007","Realschule","Hamburg","","","",""
"Min 1x pro Woche","2007","Realschule","Niedersachsen","","","",""
"Min 1x pro Woche","2007","Realschule","Bremen","","","",""
"Min 1x pro Woche","2007","Realschule","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","2007","Realschule","Hessen","","","",""
"Min 1x pro Woche","2007","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","2007","Realschule","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","2007","Realschule","Bayern","","","",""
"Min 1x pro Woche","2007","Realschule","Saarland","","","",""
"Min 1x pro Woche","2007","Realschule","Berlin","","","",""
"Min 1x pro Woche","2007","Realschule","Brandenburg","","","",""
"Min 1x pro Woche","2007","Realschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","2007","Realschule","Sachsen","","","",""
"Min 1x pro Woche","2007","Realschule","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","2007","Realschule","Thueringen","","","",""
"Min 1x pro Woche","2007","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Min 1x pro Woche","2007","(Fach-)Abitur","Hamburg","","","",""
"Min 1x pro Woche","2007","(Fach-)Abitur","Niedersachsen","","","",""
"Min 1x pro Woche","2007","(Fach-)Abitur","Bremen","","","",""
"Min 1x pro Woche","2007","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","2007","(Fach-)Abitur","Hessen","","","",""
"Min 1x pro Woche","2007","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","2007","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","2007","(Fach-)Abitur","Bayern","","","",""
"Min 1x pro Woche","2007","(Fach-)Abitur","Saarland","","","",""
"Min 1x pro Woche","2007","(Fach-)Abitur","Berlin","","","",""
"Min 1x pro Woche","2007","(Fach-)Abitur","Brandenburg","","","",""
"Min 1x pro Woche","2007","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","2007","(Fach-)Abitur","Sachsen","","","",""
"Min 1x pro Woche","2007","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","2007","(Fach-)Abitur","Thueringen","","","",""
"Min 1x pro Woche","2007","AkademikerIn","Schleswig-Holstein","","","",""
"Min 1x pro Woche","2007","AkademikerIn","Hamburg","","","",""
"Min 1x pro Woche","2007","AkademikerIn","Niedersachsen","","","",""
"Min 1x pro Woche","2007","AkademikerIn","Bremen","","","",""
"Min 1x pro Woche","2007","AkademikerIn","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","2007","AkademikerIn","Hessen","","","",""
"Min 1x pro Woche","2007","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","2007","AkademikerIn","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","2007","AkademikerIn","Bayern","","","",""
"Min 1x pro Woche","2007","AkademikerIn","Saarland","","","",""
"Min 1x pro Woche","2007","AkademikerIn","Berlin","","","",""
"Min 1x pro Woche","2007","AkademikerIn","Brandenburg","","","",""
"Min 1x pro Woche","2007","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","2007","AkademikerIn","Sachsen","","","",""
"Min 1x pro Woche","2007","AkademikerIn","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","2007","AkademikerIn","Thueringen","","","",""
"Min 1x pro Monat","2007","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Min 1x pro Monat","2007","(noch) kein Abschluss","Hamburg","","","",""
"Min 1x pro Monat","2007","(noch) kein Abschluss","Niedersachsen","","","",""
"Min 1x pro Monat","2007","(noch) kein Abschluss","Bremen","","","",""
"Min 1x pro Monat","2007","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","2007","(noch) kein Abschluss","Hessen","","","",""
"Min 1x pro Monat","2007","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","2007","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","2007","(noch) kein Abschluss","Bayern","","","",""
"Min 1x pro Monat","2007","(noch) kein Abschluss","Saarland","","","",""
"Min 1x pro Monat","2007","(noch) kein Abschluss","Berlin","","","",""
"Min 1x pro Monat","2007","(noch) kein Abschluss","Brandenburg","","","",""
"Min 1x pro Monat","2007","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","2007","(noch) kein Abschluss","Sachsen","","","",""
"Min 1x pro Monat","2007","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","2007","(noch) kein Abschluss","Thueringen","","","",""
"Min 1x pro Monat","2007","Hauptschule","Schleswig-Holstein","","","",""
"Min 1x pro Monat","2007","Hauptschule","Hamburg","","","",""
"Min 1x pro Monat","2007","Hauptschule","Niedersachsen","","","",""
"Min 1x pro Monat","2007","Hauptschule","Bremen","","","",""
"Min 1x pro Monat","2007","Hauptschule","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","2007","Hauptschule","Hessen","","","",""
"Min 1x pro Monat","2007","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","2007","Hauptschule","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","2007","Hauptschule","Bayern","","","",""
"Min 1x pro Monat","2007","Hauptschule","Saarland","","","",""
"Min 1x pro Monat","2007","Hauptschule","Berlin","","","",""
"Min 1x pro Monat","2007","Hauptschule","Brandenburg","","","",""
"Min 1x pro Monat","2007","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","2007","Hauptschule","Sachsen","","","",""
"Min 1x pro Monat","2007","Hauptschule","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","2007","Hauptschule","Thueringen","","","",""
"Min 1x pro Monat","2007","Realschule","Schleswig-Holstein","","","",""
"Min 1x pro Monat","2007","Realschule","Hamburg","","","",""
"Min 1x pro Monat","2007","Realschule","Niedersachsen","","","",""
"Min 1x pro Monat","2007","Realschule","Bremen","","","",""
"Min 1x pro Monat","2007","Realschule","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","2007","Realschule","Hessen","","","",""
"Min 1x pro Monat","2007","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","2007","Realschule","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","2007","Realschule","Bayern","","","",""
"Min 1x pro Monat","2007","Realschule","Saarland","","","",""
"Min 1x pro Monat","2007","Realschule","Berlin","","","",""
"Min 1x pro Monat","2007","Realschule","Brandenburg","","","",""
"Min 1x pro Monat","2007","Realschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","2007","Realschule","Sachsen","","","",""
"Min 1x pro Monat","2007","Realschule","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","2007","Realschule","Thueringen","","","",""
"Min 1x pro Monat","2007","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Min 1x pro Monat","2007","(Fach-)Abitur","Hamburg","","","",""
"Min 1x pro Monat","2007","(Fach-)Abitur","Niedersachsen","","","",""
"Min 1x pro Monat","2007","(Fach-)Abitur","Bremen","","","",""
"Min 1x pro Monat","2007","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","2007","(Fach-)Abitur","Hessen","","","",""
"Min 1x pro Monat","2007","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","2007","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","2007","(Fach-)Abitur","Bayern","","","",""
"Min 1x pro Monat","2007","(Fach-)Abitur","Saarland","","","",""
"Min 1x pro Monat","2007","(Fach-)Abitur","Berlin","","","",""
"Min 1x pro Monat","2007","(Fach-)Abitur","Brandenburg","","","",""
"Min 1x pro Monat","2007","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","2007","(Fach-)Abitur","Sachsen","","","",""
"Min 1x pro Monat","2007","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","2007","(Fach-)Abitur","Thueringen","","","",""
"Min 1x pro Monat","2007","AkademikerIn","Schleswig-Holstein","","","",""
"Min 1x pro Monat","2007","AkademikerIn","Hamburg","","","",""
"Min 1x pro Monat","2007","AkademikerIn","Niedersachsen","","","",""
"Min 1x pro Monat","2007","AkademikerIn","Bremen","","","",""
"Min 1x pro Monat","2007","AkademikerIn","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","2007","AkademikerIn","Hessen","","","",""
"Min 1x pro Monat","2007","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","2007","AkademikerIn","Baden-Wuerttemberg","","","",""
